,cell_line,compound,concentration,well_tech,replicate,TimePoint,siRNA,obj_cell_count,AnVPos_0,AnVPos_0.1,PIPos_0,PIPos_0.1,REP_si_conc
3933,HepG2,NIT,20,3,R1,26,siKEAP1,346,0.38150289,0.38150289,0.083815029,0.083815029,R1_siKEAP1_20
3934,HepG2,NIT,20,3,R1,26,siNFE2L2,637,0.320251177,0.320251177,0.028257457,0.028257457,R1_siNFE2L2_20
3935,HepG2,NIT,20,3,R1,26,mock,814,0.326781327,0.325552826,0.015970516,0.015970516,R1_mock_20
3936,HepG2,NIT,20,3,R1,26,siKinasePool,762,0.36351706,0.36351706,0.014435696,0.01312336,R1_siKinasePool_20
3937,HepG2,NIT,20,3,R1,27,siGCLC,523,0.41873805,0.416826004,0.045889101,0.045889101,R1_siGCLC_20
3938,HepG2,NIT,20,3,R1,27,siGCLM,661,0.402420575,0.399394856,0.027231467,0.027231467,R1_siGCLM_20
3939,HepG2,NIT,20,3,R1,27,siKEAP1,359,0.370473538,0.362116992,0.061281337,0.061281337,R1_siKEAP1_20
3940,HepG2,NIT,20,3,R1,27,siNFE2L2,643,0.353032659,0.353032659,0.027993779,0.027993779,R1_siNFE2L2_20
3941,HepG2,NIT,20,3,R1,27,mock,797,0.370138018,0.367628607,0.022584693,0.021329987,R1_mock_20
3942,HepG2,NIT,20,3,R1,27,siKinasePool,776,0.358247423,0.358247423,0.021907216,0.021907216,R1_siKinasePool_20
3943,HepG2,NIT,20,3,R1,28,siGCLC,543,0.418047882,0.414364641,0.049723757,0.049723757,R1_siGCLC_20
3944,HepG2,NIT,20,3,R1,28,siGCLM,676,0.393491124,0.392011834,0.032544379,0.032544379,R1_siGCLM_20
3945,HepG2,NIT,20,3,R1,28,siKEAP1,367,0.348773842,0.348773842,0.0626703,0.0626703,R1_siKEAP1_20
3946,HepG2,NIT,20,3,R1,28,siNFE2L2,622,0.371382637,0.36977492,0.028938907,0.028938907,R1_siNFE2L2_20
3947,HepG2,NIT,20,3,R1,28,mock,807,0.377942999,0.376703841,0.026022305,0.026022305,R1_mock_20
3948,HepG2,NIT,20,3,R1,28,siKinasePool,758,0.387862797,0.383905013,0.022427441,0.022427441,R1_siKinasePool_20
3949,HepG2,NIT,20,3,R1,29,siGCLC,517,0.415860735,0.415860735,0.040618956,0.040618956,R1_siGCLC_20
3950,HepG2,NIT,20,3,R1,29,siGCLM,649,0.406779661,0.405238829,0.021571649,0.021571649,R1_siGCLM_20
3951,HepG2,NIT,20,3,R1,29,siKEAP1,371,0.388140162,0.382749326,0.078167116,0.078167116,R1_siKEAP1_20
3952,HepG2,NIT,20,3,R1,29,siNFE2L2,637,0.381475667,0.37833595,0.029827316,0.029827316,R1_siNFE2L2_20
3953,HepG2,NIT,20,3,R1,29,mock,819,0.363858364,0.362637363,0.024420024,0.024420024,R1_mock_20
3954,HepG2,NIT,20,3,R1,29,siKinasePool,765,0.410457516,0.407843137,0.024836601,0.024836601,R1_siKinasePool_20
3955,HepG2,NIT,20,3,R1,30,siGCLC,556,0.419064748,0.417266187,0.04676259,0.04676259,R1_siGCLC_20
3956,HepG2,NIT,20,3,R1,30,siGCLM,661,0.41301059,0.409984871,0.027231467,0.027231467,R1_siGCLM_20
3957,HepG2,NIT,20,3,R1,30,siKEAP1,374,0.417112299,0.417112299,0.064171123,0.064171123,R1_siKEAP1_20
3958,HepG2,NIT,20,3,R1,30,siNFE2L2,639,0.388106416,0.383411581,0.040688576,0.039123631,R1_siNFE2L2_20
3959,HepG2,NIT,20,3,R1,30,mock,812,0.360837438,0.358374384,0.028325123,0.028325123,R1_mock_20
3960,HepG2,NIT,20,3,R1,30,siKinasePool,774,0.397932817,0.396640827,0.024547804,0.024547804,R1_siKinasePool_20
3961,HepG2,NIT,20,3,R1,31,siGCLC,545,0.422018349,0.420183486,0.062385321,0.062385321,R1_siGCLC_20
3962,HepG2,NIT,20,3,R1,31,siGCLM,660,0.448484848,0.448484848,0.040909091,0.040909091,R1_siGCLM_20
3963,HepG2,NIT,20,3,R1,31,siKEAP1,391,0.378516624,0.375959079,0.058823529,0.058823529,R1_siKEAP1_20
3964,HepG2,NIT,20,3,R1,31,siNFE2L2,664,0.381024096,0.381024096,0.034638554,0.034638554,R1_siNFE2L2_20
3965,HepG2,NIT,20,3,R1,31,mock,809,0.379480841,0.379480841,0.030902349,0.030902349,R1_mock_20
3966,HepG2,NIT,20,3,R1,31,siKinasePool,766,0.395561358,0.395561358,0.028720627,0.028720627,R1_siKinasePool_20
3967,HepG2,NIT,20,3,R1,32,siGCLC,578,0.387543253,0.385813149,0.060553633,0.060553633,R1_siGCLC_20
3968,HepG2,NIT,20,3,R1,32,siGCLM,683,0.421669107,0.421669107,0.045387994,0.045387994,R1_siGCLM_20
3969,HepG2,NIT,20,3,R1,32,siKEAP1,451,0.321507761,0.319290466,0.053215078,0.053215078,R1_siKEAP1_20
3970,HepG2,NIT,20,3,R1,32,siNFE2L2,662,0.415407855,0.415407855,0.046827795,0.045317221,R1_siNFE2L2_20
3971,HepG2,NIT,20,3,R1,32,mock,793,0.403530895,0.402269861,0.030264817,0.030264817,R1_mock_20
3972,HepG2,NIT,20,3,R1,32,siKinasePool,740,0.398648649,0.397297297,0.031081081,0.031081081,R1_siKinasePool_20
3973,HepG2,NIT,20,3,R1,33,siGCLC,589,0.393887946,0.393887946,0.067911715,0.067911715,R1_siGCLC_20
3974,HepG2,NIT,20,3,R1,33,siGCLM,696,0.448275862,0.44683908,0.034482759,0.034482759,R1_siGCLM_20
3975,HepG2,NIT,20,3,R1,33,siKEAP1,442,0.366515837,0.366515837,0.06561086,0.06561086,R1_siKEAP1_20
3976,HepG2,NIT,20,3,R1,33,siNFE2L2,670,0.404477612,0.401492537,0.043283582,0.043283582,R1_siNFE2L2_20
3977,HepG2,NIT,20,3,R1,33,mock,785,0.379617834,0.378343949,0.033121019,0.033121019,R1_mock_20
3978,HepG2,NIT,20,3,R1,33,siKinasePool,726,0.438016529,0.436639118,0.026170799,0.026170799,R1_siKinasePool_20
3979,HepG2,NIT,20,3,R1,34,siGCLC,575,0.412173913,0.412173913,0.057391304,0.057391304,R1_siGCLC_20
3980,HepG2,NIT,20,3,R1,34,siGCLM,668,0.458083832,0.45508982,0.034431138,0.034431138,R1_siGCLM_20
3981,HepG2,NIT,20,3,R1,34,siKEAP1,458,0.344978166,0.34279476,0.050218341,0.050218341,R1_siKEAP1_20
3982,HepG2,NIT,20,3,R1,34,siNFE2L2,667,0.418290855,0.418290855,0.04047976,0.04047976,R1_siNFE2L2_20
3983,HepG2,NIT,20,3,R1,34,mock,794,0.416876574,0.413098237,0.022670025,0.022670025,R1_mock_20
3984,HepG2,NIT,20,3,R1,34,siKinasePool,729,0.427983539,0.427983539,0.031550069,0.031550069,R1_siKinasePool_20
3985,HepG2,NIT,20,3,R1,35,siGCLC,571,0.42732049,0.42732049,0.061295972,0.061295972,R1_siGCLC_20
3986,HepG2,NIT,20,3,R1,35,siGCLM,661,0.473524962,0.473524962,0.046898638,0.046898638,R1_siGCLM_20
3987,HepG2,NIT,20,3,R1,35,siKEAP1,452,0.369469027,0.365044248,0.059734513,0.059734513,R1_siKEAP1_20
3988,HepG2,NIT,20,3,R1,35,siNFE2L2,661,0.396369138,0.393343419,0.039334342,0.039334342,R1_siNFE2L2_20
3989,HepG2,NIT,20,3,R1,35,mock,813,0.434194342,0.434194342,0.029520295,0.027060271,R1_mock_20
3990,HepG2,NIT,20,3,R1,35,siKinasePool,745,0.438926174,0.436241611,0.026845638,0.026845638,R1_siKinasePool_20
3991,HepG2,NIT,20,3,R1,36,siGCLC,582,0.422680412,0.420962199,0.065292096,0.065292096,R1_siGCLC_20
3992,HepG2,NIT,20,3,R1,36,siGCLM,677,0.460856721,0.459379616,0.044313146,0.044313146,R1_siGCLM_20
3993,HepG2,NIT,20,3,R1,36,siKEAP1,443,0.356659142,0.354401806,0.058690745,0.058690745,R1_siKEAP1_20
3994,HepG2,NIT,20,3,R1,36,siNFE2L2,659,0.452200303,0.450682853,0.048558422,0.048558422,R1_siNFE2L2_20
3995,HepG2,NIT,20,3,R1,36,mock,784,0.422193878,0.418367347,0.026785714,0.026785714,R1_mock_20
3996,HepG2,NIT,20,3,R1,36,siKinasePool,744,0.432795699,0.432795699,0.025537634,0.025537634,R1_siKinasePool_20
3997,HepG2,NIT,20,3,R1,37,siGCLC,639,0.394366197,0.391236307,0.067292645,0.067292645,R1_siGCLC_20
3998,HepG2,NIT,20,3,R1,37,siGCLM,695,0.450359712,0.450359712,0.050359712,0.050359712,R1_siGCLM_20
3999,HepG2,NIT,20,3,R1,37,siKEAP1,529,0.349716446,0.349716446,0.04536862,0.04536862,R1_siKEAP1_20
4000,HepG2,NIT,20,3,R1,37,siNFE2L2,672,0.397321429,0.397321429,0.063988095,0.063988095,R1_siNFE2L2_20
4001,HepG2,NIT,20,3,R1,37,mock,791,0.418457649,0.414664981,0.026548673,0.02528445,R1_mock_20
4002,HepG2,NIT,20,3,R1,37,siKinasePool,727,0.449793673,0.449793673,0.027510316,0.027510316,R1_siKinasePool_20
4003,HepG2,NIT,20,3,R1,38,siGCLC,611,0.394435352,0.392798691,0.062193126,0.060556465,R1_siGCLC_20
4004,HepG2,NIT,20,3,R1,38,siGCLM,691,0.465991317,0.463096961,0.046309696,0.046309696,R1_siGCLM_20
4005,HepG2,NIT,20,3,R1,38,siKEAP1,498,0.381526104,0.379518072,0.060240964,0.060240964,R1_siKEAP1_20
4006,HepG2,NIT,20,3,R1,38,siNFE2L2,699,0.416309013,0.413447783,0.051502146,0.050071531,R1_siNFE2L2_20
4007,HepG2,NIT,20,3,R1,38,mock,782,0.447570332,0.445012788,0.029411765,0.028132992,R1_mock_20
4008,HepG2,NIT,20,3,R1,38,siKinasePool,736,0.422554348,0.418478261,0.029891304,0.029891304,R1_siKinasePool_20
4009,HepG2,NIT,20,3,R1,39,siGCLC,662,0.374622356,0.371601208,0.063444109,0.061933535,R1_siGCLC_20
4010,HepG2,NIT,20,3,R1,39,siGCLM,759,0.432147563,0.42687747,0.038208169,0.038208169,R1_siGCLM_20
4011,HepG2,NIT,20,3,R1,39,siKEAP1,512,0.375,0.373046875,0.052734375,0.052734375,R1_siKEAP1_20
4012,HepG2,NIT,20,3,R1,39,siNFE2L2,674,0.43620178,0.433234421,0.071216617,0.069732938,R1_siNFE2L2_20
4013,HepG2,NIT,20,3,R1,39,mock,794,0.457178841,0.457178841,0.034005038,0.034005038,R1_mock_20
4014,HepG2,NIT,20,3,R1,39,siKinasePool,735,0.447619048,0.446258503,0.032653061,0.032653061,R1_siKinasePool_20
4015,HepG2,NIT,20,3,R1,40,siGCLC,644,0.419254658,0.419254658,0.055900621,0.055900621,R1_siGCLC_20
4016,HepG2,NIT,20,3,R1,40,siGCLM,750,0.437333333,0.437333333,0.042666667,0.042666667,R1_siGCLM_20
4017,HepG2,NIT,20,3,R1,40,siKEAP1,501,0.345309381,0.345309381,0.057884232,0.057884232,R1_siKEAP1_20
4018,HepG2,NIT,20,3,R1,40,siNFE2L2,690,0.449275362,0.447826087,0.068115942,0.068115942,R1_siNFE2L2_20
4019,HepG2,NIT,20,3,R1,40,mock,775,0.459354839,0.459354839,0.036129032,0.036129032,R1_mock_20
4020,HepG2,NIT,20,3,R1,40,siKinasePool,729,0.436213992,0.433470508,0.0260631,0.0260631,R1_siKinasePool_20
4021,HepG2,NIT,20,3,R1,41,siGCLC,656,0.425304878,0.423780488,0.070121951,0.070121951,R1_siGCLC_20
4022,HepG2,NIT,20,3,R1,41,siGCLM,734,0.450953678,0.448228883,0.039509537,0.039509537,R1_siGCLM_20
4023,HepG2,NIT,20,3,R1,41,siKEAP1,522,0.327586207,0.325670498,0.04789272,0.04789272,R1_siKEAP1_20
4024,HepG2,NIT,20,3,R1,41,siNFE2L2,702,0.404558405,0.403133903,0.078347578,0.078347578,R1_siNFE2L2_20
4025,HepG2,NIT,20,3,R1,41,mock,814,0.42997543,0.42997543,0.029484029,0.029484029,R1_mock_20
4026,HepG2,NIT,20,3,R1,41,siKinasePool,729,0.44170096,0.440329218,0.035665295,0.035665295,R1_siKinasePool_20
4027,HepG2,NIT,20,3,R1,42,siGCLC,618,0.419093851,0.419093851,0.063106796,0.063106796,R1_siGCLC_20
4028,HepG2,NIT,20,3,R1,42,siGCLM,701,0.429386591,0.429386591,0.051355207,0.051355207,R1_siGCLM_20
4029,HepG2,NIT,20,3,R1,42,siKEAP1,548,0.361313869,0.361313869,0.051094891,0.051094891,R1_siKEAP1_20
4030,HepG2,NIT,20,3,R1,42,siNFE2L2,717,0.437935844,0.436541144,0.080892608,0.079497908,R1_siNFE2L2_20
4031,HepG2,NIT,20,3,R1,42,mock,809,0.459826947,0.457354759,0.033374536,0.033374536,R1_mock_20
4032,HepG2,NIT,20,3,R1,42,siKinasePool,740,0.467567568,0.464864865,0.036486486,0.036486486,R1_siKinasePool_20
4033,HepG2,NIT,20,3,R1,43,siGCLC,651,0.420890937,0.419354839,0.066052227,0.066052227,R1_siGCLC_20
4034,HepG2,NIT,20,3,R1,43,siGCLM,763,0.416775885,0.415465269,0.05242464,0.05242464,R1_siGCLM_20
4035,HepG2,NIT,20,3,R1,43,siKEAP1,582,0.35395189,0.35395189,0.060137457,0.060137457,R1_siKEAP1_20
4036,HepG2,NIT,20,3,R1,43,siNFE2L2,740,0.424324324,0.422972973,0.082432432,0.082432432,R1_siNFE2L2_20
4037,HepG2,NIT,20,3,R1,43,mock,795,0.467924528,0.465408805,0.044025157,0.044025157,R1_mock_20
4038,HepG2,NIT,20,3,R1,43,siKinasePool,752,0.453457447,0.45212766,0.045212766,0.043882979,R1_siKinasePool_20
4039,HepG2,NIT,20,3,R1,44,siGCLC,646,0.391640867,0.388544892,0.061919505,0.061919505,R1_siGCLC_20
4040,HepG2,NIT,20,3,R1,44,siGCLM,753,0.406374502,0.406374502,0.047808765,0.047808765,R1_siGCLM_20
4041,HepG2,NIT,20,3,R1,44,siKEAP1,539,0.341372913,0.339517625,0.057513915,0.055658627,R1_siKEAP1_20
4042,HepG2,NIT,20,3,R1,44,siNFE2L2,740,0.410810811,0.410810811,0.086486486,0.086486486,R1_siNFE2L2_20
4043,HepG2,NIT,20,3,R1,44,mock,792,0.473484848,0.473484848,0.037878788,0.036616162,R1_mock_20
4044,HepG2,NIT,20,3,R1,44,siKinasePool,732,0.468579235,0.465846995,0.040983607,0.039617486,R1_siKinasePool_20
4045,HepG2,NIT,20,3,R1,45,siGCLC,620,0.388709677,0.388709677,0.061290323,0.061290323,R1_siGCLC_20
4046,HepG2,NIT,20,3,R1,45,siGCLM,735,0.416326531,0.414965986,0.046258503,0.046258503,R1_siGCLM_20
4047,HepG2,NIT,20,3,R1,45,siKEAP1,553,0.336347197,0.334538879,0.05244123,0.05244123,R1_siKEAP1_20
4048,HepG2,NIT,20,3,R1,45,siNFE2L2,754,0.436339523,0.435013263,0.087533156,0.087533156,R1_siNFE2L2_20
4049,HepG2,NIT,20,3,R1,45,mock,809,0.464771323,0.461063041,0.042027194,0.042027194,R1_mock_20
4050,HepG2,NIT,20,3,R1,45,siKinasePool,724,0.439226519,0.436464088,0.041436464,0.041436464,R1_siKinasePool_20
4051,HepG2,NIT,20,4,R1,1,siGCLC,432,0.076388889,0.076388889,0.064814815,0.064814815,R1_siGCLC_20
4052,HepG2,NIT,20,4,R1,1,siGCLM,441,0.102040816,0.102040816,0.083900227,0.083900227,R1_siGCLM_20
4053,HepG2,NIT,20,4,R1,1,siKEAP1,319,0.12539185,0.12539185,0.106583072,0.106583072,R1_siKEAP1_20
4054,HepG2,NIT,20,4,R1,1,siNFE2L2,473,0.090909091,0.084566596,0.071881607,0.067653277,R1_siNFE2L2_20
4055,HepG2,NIT,20,4,R1,1,mock,572,0.068181818,0.068181818,0.04020979,0.04020979,R1_mock_20
4056,HepG2,NIT,20,4,R1,1,siKinasePool,503,0.053677932,0.053677932,0.035785288,0.035785288,R1_siKinasePool_20
4057,HepG2,NIT,20,4,R1,2,siGCLC,414,0.089371981,0.086956522,0.060386473,0.060386473,R1_siGCLC_20
4058,HepG2,NIT,20,4,R1,2,siGCLM,427,0.096018735,0.093676815,0.074941452,0.074941452,R1_siGCLM_20
4059,HepG2,NIT,20,4,R1,2,siKEAP1,323,0.142414861,0.142414861,0.086687307,0.086687307,R1_siKEAP1_20
4060,HepG2,NIT,20,4,R1,2,siNFE2L2,469,0.113006397,0.113006397,0.061833689,0.061833689,R1_siNFE2L2_20
4061,HepG2,NIT,20,4,R1,2,mock,577,0.076256499,0.076256499,0.034662045,0.034662045,R1_mock_20
4062,HepG2,NIT,20,4,R1,2,siKinasePool,493,0.060851927,0.058823529,0.032454361,0.032454361,R1_siKinasePool_20
4063,HepG2,NIT,20,4,R1,3,siGCLC,411,0.087591241,0.087591241,0.058394161,0.058394161,R1_siGCLC_20
4064,HepG2,NIT,20,4,R1,3,siGCLM,420,0.116666667,0.116666667,0.076190476,0.076190476,R1_siGCLM_20
4065,HepG2,NIT,20,4,R1,3,siKEAP1,333,0.144144144,0.144144144,0.081081081,0.081081081,R1_siKEAP1_20
4066,HepG2,NIT,20,4,R1,3,siNFE2L2,452,0.10840708,0.10840708,0.075221239,0.075221239,R1_siNFE2L2_20
4067,HepG2,NIT,20,4,R1,3,mock,567,0.068783069,0.068783069,0.037037037,0.037037037,R1_mock_20
4068,HepG2,NIT,20,4,R1,3,siKinasePool,522,0.053639847,0.053639847,0.028735632,0.028735632,R1_siKinasePool_20
4069,HepG2,NIT,20,4,R1,4,siGCLC,439,0.10022779,0.10022779,0.045558087,0.045558087,R1_siGCLC_20
4070,HepG2,NIT,20,4,R1,4,siGCLM,439,0.125284738,0.125284738,0.063781321,0.063781321,R1_siGCLM_20
4071,HepG2,NIT,20,4,R1,4,siKEAP1,330,0.139393939,0.139393939,0.075757576,0.075757576,R1_siKEAP1_20
4072,HepG2,NIT,20,4,R1,4,siNFE2L2,441,0.126984127,0.12244898,0.058956916,0.058956916,R1_siNFE2L2_20
4073,HepG2,NIT,20,4,R1,4,mock,570,0.066666667,0.064912281,0.031578947,0.031578947,R1_mock_20
4074,HepG2,NIT,20,4,R1,4,siKinasePool,509,0.05697446,0.05697446,0.019646365,0.019646365,R1_siKinasePool_20
4075,HepG2,NIT,20,4,R1,5,siGCLC,441,0.12244898,0.117913832,0.056689342,0.056689342,R1_siGCLC_20
4076,HepG2,NIT,20,4,R1,5,siGCLM,422,0.125592417,0.123222749,0.075829384,0.075829384,R1_siGCLM_20
4077,HepG2,NIT,20,4,R1,5,siKEAP1,335,0.137313433,0.137313433,0.07761194,0.07761194,R1_siKEAP1_20
4078,HepG2,NIT,20,4,R1,5,siNFE2L2,471,0.118895966,0.114649682,0.057324841,0.057324841,R1_siNFE2L2_20
4079,HepG2,NIT,20,4,R1,5,mock,580,0.087931034,0.087931034,0.034482759,0.034482759,R1_mock_20
4080,HepG2,NIT,20,4,R1,5,siKinasePool,508,0.068897638,0.068897638,0.029527559,0.029527559,R1_siKinasePool_20
4081,HepG2,NIT,20,4,R1,6,siGCLC,456,0.144736842,0.14254386,0.052631579,0.052631579,R1_siGCLC_20
4082,HepG2,NIT,20,4,R1,6,siGCLM,435,0.151724138,0.151724138,0.073563218,0.073563218,R1_siGCLM_20
4083,HepG2,NIT,20,4,R1,6,siKEAP1,341,0.149560117,0.149560117,0.06744868,0.06744868,R1_siKEAP1_20
4084,HepG2,NIT,20,4,R1,6,siNFE2L2,475,0.147368421,0.145263158,0.065263158,0.065263158,R1_siNFE2L2_20
4085,HepG2,NIT,20,4,R1,6,mock,602,0.099667774,0.099667774,0.029900332,0.029900332,R1_mock_20
4086,HepG2,NIT,20,4,R1,6,siKinasePool,533,0.065666041,0.065666041,0.026266417,0.026266417,R1_siKinasePool_20
4087,HepG2,NIT,20,4,R1,7,siGCLC,455,0.189010989,0.186813187,0.052747253,0.052747253,R1_siGCLC_20
4088,HepG2,NIT,20,4,R1,7,siGCLM,451,0.166297118,0.166297118,0.082039911,0.082039911,R1_siGCLM_20
4089,HepG2,NIT,20,4,R1,7,siKEAP1,355,0.169014085,0.163380282,0.081690141,0.076056338,R1_siKEAP1_20
4090,HepG2,NIT,20,4,R1,7,siNFE2L2,478,0.154811715,0.154811715,0.060669456,0.060669456,R1_siNFE2L2_20
4091,HepG2,NIT,20,4,R1,7,mock,621,0.101449275,0.099838969,0.028985507,0.028985507,R1_mock_20
4092,HepG2,NIT,20,4,R1,7,siKinasePool,556,0.066546763,0.06294964,0.021582734,0.021582734,R1_siKinasePool_20
4093,HepG2,NIT,20,4,R1,8,siGCLC,452,0.185840708,0.185840708,0.044247788,0.044247788,R1_siGCLC_20
4094,HepG2,NIT,20,4,R1,8,siGCLM,441,0.222222222,0.222222222,0.068027211,0.068027211,R1_siGCLM_20
4095,HepG2,NIT,20,4,R1,8,siKEAP1,352,0.215909091,0.215909091,0.068181818,0.068181818,R1_siKEAP1_20
4096,HepG2,NIT,20,4,R1,8,siNFE2L2,503,0.159045726,0.159045726,0.057654076,0.057654076,R1_siNFE2L2_20
4097,HepG2,NIT,20,4,R1,8,mock,660,0.109090909,0.107575758,0.022727273,0.022727273,R1_mock_20
4098,HepG2,NIT,20,4,R1,8,siKinasePool,567,0.08994709,0.08994709,0.021164021,0.021164021,R1_siKinasePool_20
4099,HepG2,NIT,20,4,R1,9,siGCLC,474,0.206751055,0.20464135,0.048523207,0.048523207,R1_siGCLC_20
4100,HepG2,NIT,20,4,R1,9,siGCLM,462,0.25974026,0.25974026,0.060606061,0.060606061,R1_siGCLM_20
4101,HepG2,NIT,20,4,R1,9,siKEAP1,363,0.23415978,0.23415978,0.060606061,0.060606061,R1_siKEAP1_20
4102,HepG2,NIT,20,4,R1,9,siNFE2L2,501,0.18762475,0.183632735,0.05988024,0.05988024,R1_siNFE2L2_20
4103,HepG2,NIT,20,4,R1,9,mock,661,0.134644478,0.131618759,0.019667171,0.019667171,R1_mock_20
4104,HepG2,NIT,20,4,R1,9,siKinasePool,569,0.089630931,0.087873462,0.015817223,0.015817223,R1_siKinasePool_20
4105,HepG2,NIT,20,4,R1,10,siGCLC,471,0.23566879,0.231422505,0.04670913,0.04670913,R1_siGCLC_20
4106,HepG2,NIT,20,4,R1,10,siGCLM,472,0.25,0.25,0.050847458,0.046610169,R1_siGCLM_20
4107,HepG2,NIT,20,4,R1,10,siKEAP1,389,0.228791774,0.228791774,0.077120823,0.077120823,R1_siKEAP1_20
4108,HepG2,NIT,20,4,R1,10,siNFE2L2,514,0.178988327,0.178988327,0.056420233,0.056420233,R1_siNFE2L2_20
4109,HepG2,NIT,20,4,R1,10,mock,677,0.162481536,0.159527326,0.020679468,0.019202363,R1_mock_20
4110,HepG2,NIT,20,4,R1,10,siKinasePool,605,0.094214876,0.094214876,0.014876033,0.014876033,R1_siKinasePool_20
4111,HepG2,NIT,20,4,R1,11,siGCLC,487,0.26899384,0.26899384,0.05338809,0.05338809,R1_siGCLC_20
4112,HepG2,NIT,20,4,R1,11,siGCLM,492,0.233739837,0.231707317,0.050813008,0.050813008,R1_siGCLM_20
4113,HepG2,NIT,20,4,R1,11,siKEAP1,408,0.254901961,0.254901961,0.06127451,0.06127451,R1_siKEAP1_20
4114,HepG2,NIT,20,4,R1,11,siNFE2L2,524,0.169847328,0.167938931,0.053435115,0.053435115,R1_siNFE2L2_20
4115,HepG2,NIT,20,4,R1,11,mock,679,0.167893962,0.166421208,0.017673049,0.017673049,R1_mock_20
4116,HepG2,NIT,20,4,R1,11,siKinasePool,620,0.09516129,0.09516129,0.020967742,0.020967742,R1_siKinasePool_20
4117,HepG2,NIT,20,4,R1,12,siGCLC,503,0.26640159,0.264413519,0.047713718,0.047713718,R1_siGCLC_20
4118,HepG2,NIT,20,4,R1,12,siGCLM,502,0.262948207,0.258964143,0.041832669,0.041832669,R1_siGCLM_20
4119,HepG2,NIT,20,4,R1,12,siKEAP1,406,0.214285714,0.209359606,0.064039409,0.064039409,R1_siKEAP1_20
4120,HepG2,NIT,20,4,R1,12,siNFE2L2,525,0.192380952,0.19047619,0.047619048,0.047619048,R1_siNFE2L2_20
4121,HepG2,NIT,20,4,R1,12,mock,703,0.176386913,0.173541963,0.018492176,0.015647226,R1_mock_20
4122,HepG2,NIT,20,4,R1,12,siKinasePool,623,0.113964687,0.113964687,0.016051364,0.016051364,R1_siKinasePool_20
4123,HepG2,NIT,20,4,R1,13,siGCLC,519,0.265895954,0.263969171,0.040462428,0.040462428,R1_siGCLC_20
4124,HepG2,NIT,20,4,R1,13,siGCLM,506,0.294466403,0.290513834,0.037549407,0.037549407,R1_siGCLM_20
4125,HepG2,NIT,20,4,R1,13,siKEAP1,428,0.219626168,0.219626168,0.044392523,0.044392523,R1_siKEAP1_20
4126,HepG2,NIT,20,4,R1,13,siNFE2L2,540,0.198148148,0.198148148,0.040740741,0.040740741,R1_siNFE2L2_20
4127,HepG2,NIT,20,4,R1,13,mock,717,0.171548117,0.167364017,0.018131102,0.018131102,R1_mock_20
4128,HepG2,NIT,20,4,R1,13,siKinasePool,647,0.117465224,0.115919629,0.018547141,0.018547141,R1_siKinasePool_20
4129,HepG2,NIT,20,4,R1,14,siGCLC,538,0.260223048,0.258364312,0.037174721,0.037174721,R1_siGCLC_20
4130,HepG2,NIT,20,4,R1,14,siGCLM,522,0.312260536,0.310344828,0.042145594,0.042145594,R1_siGCLM_20
4131,HepG2,NIT,20,4,R1,14,siKEAP1,418,0.255980861,0.255980861,0.052631579,0.050239234,R1_siKEAP1_20
4132,HepG2,NIT,20,4,R1,14,siNFE2L2,548,0.215328467,0.211678832,0.025547445,0.023722628,R1_siNFE2L2_20
4133,HepG2,NIT,20,4,R1,14,mock,728,0.208791209,0.207417582,0.012362637,0.012362637,R1_mock_20
4134,HepG2,NIT,20,4,R1,14,siKinasePool,654,0.120795107,0.119266055,0.018348624,0.018348624,R1_siKinasePool_20
4135,HepG2,NIT,20,4,R1,15,siGCLC,552,0.280797101,0.277173913,0.039855072,0.039855072,R1_siGCLC_20
4136,HepG2,NIT,20,4,R1,15,siGCLM,513,0.34502924,0.34502924,0.037037037,0.037037037,R1_siGCLM_20
4137,HepG2,NIT,20,4,R1,15,siKEAP1,436,0.279816514,0.279816514,0.052752294,0.048165138,R1_siKEAP1_20
4138,HepG2,NIT,20,4,R1,15,siNFE2L2,567,0.21340388,0.208112875,0.038800705,0.038800705,R1_siNFE2L2_20
4139,HepG2,NIT,20,4,R1,15,mock,720,0.230555556,0.227777778,0.009722222,0.009722222,R1_mock_20
4140,HepG2,NIT,20,4,R1,15,siKinasePool,676,0.131656805,0.130177515,0.01183432,0.01183432,R1_siKinasePool_20
4141,HepG2,NIT,20,4,R1,16,siGCLC,543,0.267034991,0.267034991,0.049723757,0.049723757,R1_siGCLC_20
4142,HepG2,NIT,20,4,R1,16,siGCLM,524,0.360687023,0.358778626,0.040076336,0.040076336,R1_siGCLM_20
4143,HepG2,NIT,20,4,R1,16,siKEAP1,455,0.274725275,0.272527473,0.059340659,0.059340659,R1_siKEAP1_20
4144,HepG2,NIT,20,4,R1,16,siNFE2L2,555,0.236036036,0.230630631,0.041441441,0.041441441,R1_siNFE2L2_20
4145,HepG2,NIT,20,4,R1,16,mock,706,0.239376771,0.236543909,0.009915014,0.009915014,R1_mock_20
4146,HepG2,NIT,20,4,R1,16,siKinasePool,656,0.153963415,0.152439024,0.018292683,0.018292683,R1_siKinasePool_20
4147,HepG2,NIT,20,4,R1,17,siGCLC,550,0.296363636,0.294545455,0.04,0.04,R1_siGCLC_20
4148,HepG2,NIT,20,4,R1,17,siGCLM,526,0.365019011,0.365019011,0.039923954,0.039923954,R1_siGCLM_20
