,cell_line,compound,concentration,well_tech,replicate,TimePoint,siRNA,obj_cell_count,AnVPos_0,AnVPos_0.1,PIPos_0,PIPos_0.1,REP_si_conc
10897,HepG2,NIT,20,1,R2,17,siGCLC,517,0.390715667,0.384912959,0.048355899,0.048355899,R2_siGCLC_20
10898,HepG2,NIT,20,1,R2,17,siGCLM,643,0.245723173,0.245723173,0.018662519,0.018662519,R2_siGCLM_20
10899,HepG2,NIT,20,1,R2,17,siKEAP1,365,0.364383562,0.35890411,0.093150685,0.093150685,R2_siKEAP1_20
10900,HepG2,NIT,20,1,R2,17,siNFE2L2,553,0.334538879,0.334538879,0.023508137,0.021699819,R2_siNFE2L2_20
10901,HepG2,NIT,20,1,R2,17,mock,613,0.32137031,0.318107667,0.050570962,0.050570962,R2_mock_20
10902,HepG2,NIT,20,1,R2,17,siKinasePool,429,0.426573427,0.41958042,0.072261072,0.072261072,R2_siKinasePool_20
10903,HepG2,NIT,20,1,R2,18,siGCLC,518,0.424710425,0.424710425,0.057915058,0.057915058,R2_siGCLC_20
10904,HepG2,NIT,20,1,R2,18,siGCLM,661,0.290468986,0.288956127,0.019667171,0.019667171,R2_siGCLM_20
10905,HepG2,NIT,20,1,R2,18,siKEAP1,372,0.379032258,0.376344086,0.086021505,0.083333333,R2_siKEAP1_20
10906,HepG2,NIT,20,1,R2,18,siNFE2L2,542,0.34501845,0.339483395,0.025830258,0.025830258,R2_siNFE2L2_20
10907,HepG2,NIT,20,1,R2,18,mock,619,0.315024233,0.313408724,0.053311793,0.053311793,R2_mock_20
10908,HepG2,NIT,20,1,R2,18,siKinasePool,412,0.405339806,0.402912621,0.089805825,0.089805825,R2_siKinasePool_20
10909,HepG2,NIT,20,1,R2,19,siGCLC,528,0.418560606,0.418560606,0.053030303,0.053030303,R2_siGCLC_20
10910,HepG2,NIT,20,1,R2,19,siGCLM,669,0.261584454,0.261584454,0.019431988,0.019431988,R2_siGCLM_20
10911,HepG2,NIT,20,1,R2,19,siKEAP1,377,0.411140584,0.408488064,0.084880637,0.084880637,R2_siKEAP1_20
10912,HepG2,NIT,20,1,R2,19,siNFE2L2,560,0.339285714,0.339285714,0.025,0.023214286,R2_siNFE2L2_20
10913,HepG2,NIT,20,1,R2,19,mock,631,0.354992076,0.351822504,0.047543582,0.047543582,R2_mock_20
10914,HepG2,NIT,20,1,R2,19,siKinasePool,423,0.404255319,0.404255319,0.075650118,0.075650118,R2_siKinasePool_20
10915,HepG2,NIT,20,1,R2,20,siGCLC,551,0.413793103,0.411978221,0.049001815,0.049001815,R2_siGCLC_20
10916,HepG2,NIT,20,1,R2,20,siGCLM,659,0.300455235,0.298937785,0.019726859,0.019726859,R2_siGCLM_20
10917,HepG2,NIT,20,1,R2,20,siKEAP1,387,0.444444444,0.441860465,0.085271318,0.085271318,R2_siKEAP1_20
10918,HepG2,NIT,20,1,R2,20,siNFE2L2,551,0.373865699,0.366606171,0.032667877,0.032667877,R2_siNFE2L2_20
10919,HepG2,NIT,20,1,R2,20,mock,635,0.354330709,0.351181102,0.056692913,0.053543307,R2_mock_20
10920,HepG2,NIT,20,1,R2,20,siKinasePool,441,0.394557823,0.390022676,0.083900227,0.081632653,R2_siKinasePool_20
10921,HepG2,NIT,20,1,R2,21,siGCLC,641,0.413416537,0.413416537,0.043681747,0.042121685,R2_siGCLC_20
10922,HepG2,NIT,20,1,R2,21,siGCLM,688,0.335755814,0.332848837,0.018895349,0.018895349,R2_siGCLM_20
10923,HepG2,NIT,20,1,R2,21,siKEAP1,394,0.408629442,0.406091371,0.068527919,0.068527919,R2_siKEAP1_20
10924,HepG2,NIT,20,1,R2,21,siNFE2L2,561,0.40285205,0.401069519,0.023172906,0.023172906,R2_siNFE2L2_20
10925,HepG2,NIT,20,1,R2,21,mock,640,0.3765625,0.375,0.0484375,0.0484375,R2_mock_20
10926,HepG2,NIT,20,1,R2,21,siKinasePool,454,0.447136564,0.440528634,0.070484581,0.070484581,R2_siKinasePool_20
10927,HepG2,NIT,20,1,R2,22,siGCLC,633,0.393364929,0.39178515,0.05371248,0.05371248,R2_siGCLC_20
10928,HepG2,NIT,20,1,R2,22,siGCLM,674,0.336795252,0.335311573,0.022255193,0.022255193,R2_siGCLM_20
10929,HepG2,NIT,20,1,R2,22,siKEAP1,367,0.430517711,0.42506812,0.073569482,0.070844687,R2_siKEAP1_20
10930,HepG2,NIT,20,1,R2,22,siNFE2L2,585,0.379487179,0.377777778,0.023931624,0.023931624,R2_siNFE2L2_20
10931,HepG2,NIT,20,1,R2,22,mock,658,0.373860182,0.372340426,0.054711246,0.053191489,R2_mock_20
10932,HepG2,NIT,20,1,R2,22,siKinasePool,443,0.428893905,0.428893905,0.072234763,0.06772009,R2_siKinasePool_20
10933,HepG2,NIT,20,1,R2,23,siGCLC,664,0.406626506,0.405120482,0.054216867,0.052710843,R2_siGCLC_20
10934,HepG2,NIT,20,1,R2,23,siGCLM,695,0.362589928,0.361151079,0.021582734,0.021582734,R2_siGCLM_20
10935,HepG2,NIT,20,1,R2,23,siKEAP1,422,0.433649289,0.424170616,0.061611374,0.059241706,R2_siKEAP1_20
10936,HepG2,NIT,20,1,R2,23,siNFE2L2,575,0.434782609,0.431304348,0.022608696,0.022608696,R2_siNFE2L2_20
10937,HepG2,NIT,20,1,R2,23,mock,653,0.352220521,0.350689127,0.053598775,0.053598775,R2_mock_20
10938,HepG2,NIT,20,1,R2,23,siKinasePool,471,0.452229299,0.44373673,0.063694268,0.063694268,R2_siKinasePool_20
10939,HepG2,NIT,20,1,R2,24,siGCLC,656,0.417682927,0.417682927,0.054878049,0.054878049,R2_siGCLC_20
10940,HepG2,NIT,20,1,R2,24,siGCLM,690,0.397101449,0.392753623,0.01884058,0.01884058,R2_siGCLM_20
10941,HepG2,NIT,20,1,R2,24,siKEAP1,421,0.439429929,0.437054632,0.073634204,0.071258907,R2_siKEAP1_20
10942,HepG2,NIT,20,1,R2,24,siNFE2L2,575,0.403478261,0.4,0.033043478,0.033043478,R2_siNFE2L2_20
10943,HepG2,NIT,20,1,R2,24,mock,659,0.386949924,0.382397572,0.047040971,0.047040971,R2_mock_20
10944,HepG2,NIT,20,1,R2,24,siKinasePool,472,0.447033898,0.444915254,0.059322034,0.059322034,R2_siKinasePool_20
10945,HepG2,NIT,20,1,R2,25,siGCLC,745,0.377181208,0.375838926,0.038926174,0.038926174,R2_siGCLC_20
10946,HepG2,NIT,20,1,R2,25,siGCLM,696,0.380747126,0.377873563,0.017241379,0.017241379,R2_siGCLM_20
10947,HepG2,NIT,20,1,R2,25,siKEAP1,485,0.406185567,0.402061856,0.063917526,0.06185567,R2_siKEAP1_20
10948,HepG2,NIT,20,1,R2,25,siNFE2L2,604,0.475165563,0.475165563,0.033112583,0.033112583,R2_siNFE2L2_20
10949,HepG2,NIT,20,1,R2,25,mock,658,0.376899696,0.375379939,0.060790274,0.060790274,R2_mock_20
10950,HepG2,NIT,20,1,R2,25,siKinasePool,497,0.426559356,0.420523139,0.064386318,0.064386318,R2_siKinasePool_20
10951,HepG2,NIT,20,1,R2,26,siGCLC,711,0.383966245,0.383966245,0.05766526,0.05766526,R2_siGCLC_20
10952,HepG2,NIT,20,1,R2,26,siGCLM,712,0.415730337,0.415730337,0.023876404,0.023876404,R2_siGCLM_20
10953,HepG2,NIT,20,1,R2,26,siKEAP1,472,0.391949153,0.387711864,0.072033898,0.072033898,R2_siKEAP1_20
10954,HepG2,NIT,20,1,R2,26,siNFE2L2,613,0.47634584,0.47634584,0.030995106,0.029363785,R2_siNFE2L2_20
10955,HepG2,NIT,20,1,R2,26,mock,658,0.395136778,0.392097264,0.059270517,0.05775076,R2_mock_20
10956,HepG2,NIT,20,1,R2,26,siKinasePool,493,0.436105477,0.432048682,0.058823529,0.058823529,R2_siKinasePool_20
10957,HepG2,NIT,20,1,R2,27,siGCLC,694,0.386167147,0.384726225,0.051873199,0.050432277,R2_siGCLC_20
10958,HepG2,NIT,20,1,R2,27,siGCLM,758,0.395778364,0.394459103,0.017150396,0.017150396,R2_siGCLM_20
10959,HepG2,NIT,20,1,R2,27,siKEAP1,467,0.419700214,0.413276231,0.055674518,0.055674518,R2_siKEAP1_20
10960,HepG2,NIT,20,1,R2,27,siNFE2L2,594,0.473063973,0.46969697,0.031986532,0.031986532,R2_siNFE2L2_20
10961,HepG2,NIT,20,1,R2,27,mock,653,0.407350689,0.405819296,0.055130168,0.055130168,R2_mock_20
10962,HepG2,NIT,20,1,R2,27,siKinasePool,495,0.438383838,0.432323232,0.060606061,0.060606061,R2_siKinasePool_20
10963,HepG2,NIT,20,1,R2,28,siGCLC,683,0.390922401,0.390922401,0.064421669,0.06295754,R2_siGCLC_20
10964,HepG2,NIT,20,1,R2,28,siGCLM,763,0.382699869,0.381389253,0.017038008,0.017038008,R2_siGCLM_20
10965,HepG2,NIT,20,1,R2,28,siKEAP1,464,0.381465517,0.375,0.060344828,0.060344828,R2_siKEAP1_20
10966,HepG2,NIT,20,1,R2,28,siNFE2L2,632,0.42721519,0.42721519,0.039556962,0.039556962,R2_siNFE2L2_20
10967,HepG2,NIT,20,1,R2,28,mock,629,0.426073132,0.421303657,0.073131955,0.073131955,R2_mock_20
10968,HepG2,NIT,20,1,R2,28,siKinasePool,508,0.44488189,0.440944882,0.061023622,0.061023622,R2_siKinasePool_20
10969,HepG2,NIT,20,1,R2,29,siGCLC,737,0.359565807,0.358208955,0.05156038,0.048846676,R2_siGCLC_20
10970,HepG2,NIT,20,1,R2,29,siGCLM,761,0.399474376,0.398160315,0.019710907,0.019710907,R2_siGCLM_20
10971,HepG2,NIT,20,1,R2,29,siKEAP1,504,0.371031746,0.369047619,0.055555556,0.055555556,R2_siKEAP1_20
10972,HepG2,NIT,20,1,R2,29,siNFE2L2,650,0.461538462,0.461538462,0.041538462,0.04,R2_siNFE2L2_20
10973,HepG2,NIT,20,1,R2,29,mock,644,0.431677019,0.427018634,0.057453416,0.057453416,R2_mock_20
10974,HepG2,NIT,20,1,R2,29,siKinasePool,533,0.452157598,0.450281426,0.065666041,0.063789869,R2_siKinasePool_20
10975,HepG2,NIT,20,1,R2,30,siGCLC,806,0.385856079,0.385856079,0.037220844,0.037220844,R2_siGCLC_20
10976,HepG2,NIT,20,1,R2,30,siGCLM,740,0.418918919,0.417567568,0.02027027,0.02027027,R2_siGCLM_20
10977,HepG2,NIT,20,1,R2,30,siKEAP1,532,0.359022556,0.357142857,0.046992481,0.046992481,R2_siKEAP1_20
10978,HepG2,NIT,20,1,R2,30,siNFE2L2,664,0.478915663,0.477409639,0.039156627,0.039156627,R2_siNFE2L2_20
10979,HepG2,NIT,20,1,R2,30,mock,644,0.425465839,0.420807453,0.060559006,0.060559006,R2_mock_20
10980,HepG2,NIT,20,1,R2,30,siKinasePool,543,0.394106814,0.388581952,0.05893186,0.057090239,R2_siKinasePool_20
10981,HepG2,NIT,20,1,R2,31,siGCLC,738,0.394308943,0.394308943,0.058265583,0.056910569,R2_siGCLC_20
10982,HepG2,NIT,20,1,R2,31,siGCLM,762,0.408136483,0.408136483,0.017060367,0.017060367,R2_siGCLM_20
10983,HepG2,NIT,20,1,R2,31,siKEAP1,534,0.378277154,0.370786517,0.048689139,0.048689139,R2_siKEAP1_20
10984,HepG2,NIT,20,1,R2,31,siNFE2L2,630,0.479365079,0.479365079,0.042857143,0.042857143,R2_siNFE2L2_20
10985,HepG2,NIT,20,1,R2,31,mock,648,0.453703704,0.453703704,0.058641975,0.058641975,R2_mock_20
10986,HepG2,NIT,20,1,R2,31,siKinasePool,531,0.482109228,0.47834275,0.058380414,0.058380414,R2_siKinasePool_20
10987,HepG2,NIT,20,1,R2,32,siGCLC,776,0.413659794,0.412371134,0.046391753,0.046391753,R2_siGCLC_20
10988,HepG2,NIT,20,1,R2,32,siGCLM,749,0.452603471,0.452603471,0.021361816,0.021361816,R2_siGCLM_20
10989,HepG2,NIT,20,1,R2,32,siKEAP1,591,0.358714044,0.355329949,0.054145516,0.054145516,R2_siKEAP1_20
10990,HepG2,NIT,20,1,R2,32,siNFE2L2,727,0.442916094,0.442916094,0.041265475,0.041265475,R2_siNFE2L2_20
10991,HepG2,NIT,20,1,R2,32,mock,643,0.465007776,0.465007776,0.052877138,0.052877138,R2_mock_20
10992,HepG2,NIT,20,1,R2,32,siKinasePool,561,0.429590018,0.427807487,0.053475936,0.053475936,R2_siKinasePool_20
10993,HepG2,NIT,20,1,R2,33,siGCLC,687,0.413391557,0.413391557,0.068413392,0.068413392,R2_siGCLC_20
10994,HepG2,NIT,20,1,R2,33,siGCLM,725,0.437241379,0.434482759,0.027586207,0.027586207,R2_siGCLM_20
10995,HepG2,NIT,20,1,R2,33,siKEAP1,540,0.37037037,0.37037037,0.057407407,0.057407407,R2_siKEAP1_20
10996,HepG2,NIT,20,1,R2,33,siNFE2L2,710,0.418309859,0.418309859,0.043661972,0.042253521,R2_siNFE2L2_20
10997,HepG2,NIT,20,1,R2,33,mock,644,0.465838509,0.462732919,0.062111801,0.062111801,R2_mock_20
10998,HepG2,NIT,20,1,R2,33,siKinasePool,518,0.457528958,0.455598456,0.067567568,0.065637066,R2_siKinasePool_20
10999,HepG2,NIT,20,1,R2,34,siGCLC,755,0.374834437,0.374834437,0.049006623,0.047682119,R2_siGCLC_20
11000,HepG2,NIT,20,1,R2,34,siGCLM,740,0.481081081,0.47972973,0.022972973,0.022972973,R2_siGCLM_20
11001,HepG2,NIT,20,1,R2,34,siKEAP1,581,0.385542169,0.383820998,0.051635112,0.051635112,R2_siKEAP1_20
11002,HepG2,NIT,20,1,R2,34,siNFE2L2,740,0.447297297,0.445945946,0.043243243,0.043243243,R2_siNFE2L2_20
11003,HepG2,NIT,20,1,R2,34,mock,649,0.479198767,0.479198767,0.050847458,0.049306626,R2_mock_20
11004,HepG2,NIT,20,1,R2,34,siKinasePool,583,0.421955403,0.420240137,0.058319039,0.058319039,R2_siKinasePool_20
11005,HepG2,NIT,20,1,R2,35,siGCLC,779,0.386392811,0.38254172,0.060333761,0.060333761,R2_siGCLC_20
11006,HepG2,NIT,20,1,R2,35,siGCLM,739,0.464140731,0.457374831,0.031123139,0.031123139,R2_siGCLM_20
11007,HepG2,NIT,20,1,R2,35,siKEAP1,574,0.344947735,0.341463415,0.050522648,0.050522648,R2_siKEAP1_20
11008,HepG2,NIT,20,1,R2,35,siNFE2L2,758,0.419525066,0.415567282,0.048812665,0.048812665,R2_siNFE2L2_20
11009,HepG2,NIT,20,1,R2,35,mock,638,0.468652038,0.467084639,0.048589342,0.047021944,R2_mock_20
11010,HepG2,NIT,20,1,R2,35,siKinasePool,605,0.41322314,0.41322314,0.061157025,0.061157025,R2_siKinasePool_20
11011,HepG2,NIT,20,1,R2,36,siGCLC,784,0.395408163,0.394132653,0.057397959,0.057397959,R2_siGCLC_20
11012,HepG2,NIT,20,1,R2,36,siGCLM,736,0.474184783,0.472826087,0.028532609,0.028532609,R2_siGCLM_20
11013,HepG2,NIT,20,1,R2,36,siKEAP1,599,0.370617696,0.367278798,0.053422371,0.053422371,R2_siKEAP1_20
11014,HepG2,NIT,20,1,R2,36,siNFE2L2,755,0.430463576,0.42781457,0.047682119,0.047682119,R2_siNFE2L2_20
11015,HepG2,NIT,20,1,R2,36,mock,666,0.48048048,0.48048048,0.04954955,0.048048048,R2_mock_20
11016,HepG2,NIT,20,1,R2,36,siKinasePool,599,0.429048414,0.425709516,0.056761269,0.056761269,R2_siKinasePool_20
11017,HepG2,NIT,20,1,R2,37,siGCLC,792,0.377525253,0.377525253,0.066919192,0.065656566,R2_siGCLC_20
11018,HepG2,NIT,20,1,R2,37,siGCLM,754,0.465517241,0.464190981,0.026525199,0.026525199,R2_siGCLM_20
11019,HepG2,NIT,20,1,R2,37,siKEAP1,606,0.341584158,0.338283828,0.059405941,0.059405941,R2_siKEAP1_20
11020,HepG2,NIT,20,1,R2,37,siNFE2L2,747,0.437751004,0.437751004,0.044176707,0.044176707,R2_siNFE2L2_20
11021,HepG2,NIT,20,1,R2,37,mock,673,0.456166419,0.456166419,0.063893016,0.063893016,R2_mock_20
11022,HepG2,NIT,20,1,R2,37,siKinasePool,579,0.421416235,0.417962003,0.070811744,0.069084629,R2_siKinasePool_20
11023,HepG2,NIT,20,1,R2,38,siGCLC,761,0.38370565,0.38370565,0.072273325,0.070959264,R2_siGCLC_20
11024,HepG2,NIT,20,1,R2,38,siGCLM,739,0.469553451,0.468200271,0.035182679,0.035182679,R2_siGCLM_20
11025,HepG2,NIT,20,1,R2,38,siKEAP1,628,0.372611465,0.371019108,0.052547771,0.052547771,R2_siKEAP1_20
11026,HepG2,NIT,20,1,R2,38,siNFE2L2,769,0.457737321,0.456436931,0.044213264,0.044213264,R2_siNFE2L2_20
11027,HepG2,NIT,20,1,R2,38,mock,627,0.429027113,0.427432217,0.060606061,0.060606061,R2_mock_20
11028,HepG2,NIT,20,1,R2,38,siKinasePool,621,0.396135266,0.39452496,0.06763285,0.06763285,R2_siKinasePool_20
11029,HepG2,NIT,20,1,R2,39,siGCLC,756,0.403439153,0.402116402,0.07010582,0.07010582,R2_siGCLC_20
11030,HepG2,NIT,20,1,R2,39,siGCLM,791,0.487989886,0.487989886,0.029077118,0.029077118,R2_siGCLM_20
11031,HepG2,NIT,20,1,R2,39,siKEAP1,649,0.335901387,0.335901387,0.046224961,0.046224961,R2_siKEAP1_20
11032,HepG2,NIT,20,1,R2,39,siNFE2L2,829,0.43305187,0.43305187,0.043425814,0.042219542,R2_siNFE2L2_20
11033,HepG2,NIT,20,1,R2,39,mock,659,0.409711684,0.408194234,0.059180577,0.059180577,R2_mock_20
11034,HepG2,NIT,20,1,R2,39,siKinasePool,612,0.411764706,0.410130719,0.071895425,0.071895425,R2_siKinasePool_20
11035,HepG2,NIT,20,1,R2,40,siGCLC,744,0.438172043,0.435483871,0.090053763,0.090053763,R2_siGCLC_20
11036,HepG2,NIT,20,1,R2,40,siGCLM,758,0.503957784,0.502638522,0.025065963,0.025065963,R2_siGCLM_20
11037,HepG2,NIT,20,1,R2,40,siKEAP1,630,0.352380952,0.352380952,0.057142857,0.057142857,R2_siKEAP1_20
11038,HepG2,NIT,20,1,R2,40,siNFE2L2,771,0.451361868,0.451361868,0.057068742,0.057068742,R2_siNFE2L2_20
11039,HepG2,NIT,20,1,R2,40,mock,643,0.451010886,0.447900467,0.059097978,0.059097978,R2_mock_20
11040,HepG2,NIT,20,1,R2,40,siKinasePool,635,0.377952756,0.376377953,0.064566929,0.064566929,R2_siKinasePool_20
11041,HepG2,NIT,20,1,R2,41,siGCLC,758,0.407651715,0.406332454,0.08707124,0.08707124,R2_siGCLC_20
11042,HepG2,NIT,20,1,R2,41,siGCLM,782,0.470588235,0.468030691,0.031969309,0.031969309,R2_siGCLM_20
11043,HepG2,NIT,20,1,R2,41,siKEAP1,650,0.353846154,0.353846154,0.053846154,0.053846154,R2_siKEAP1_20
11044,HepG2,NIT,20,1,R2,41,siNFE2L2,822,0.436739659,0.433090024,0.049878345,0.049878345,R2_siNFE2L2_20
11045,HepG2,NIT,20,1,R2,41,mock,678,0.433628319,0.433628319,0.061946903,0.061946903,R2_mock_20
11046,HepG2,NIT,20,1,R2,41,siKinasePool,625,0.3824,0.3824,0.0624,0.0624,R2_siKinasePool_20
11047,HepG2,NIT,20,1,R2,42,siGCLC,708,0.403954802,0.403954802,0.084745763,0.084745763,R2_siGCLC_20
11048,HepG2,NIT,20,1,R2,42,siGCLM,785,0.442038217,0.440764331,0.034394904,0.033121019,R2_siGCLM_20
11049,HepG2,NIT,20,1,R2,42,siKEAP1,671,0.341281669,0.339791356,0.052160954,0.052160954,R2_siKEAP1_20
11050,HepG2,NIT,20,1,R2,42,siNFE2L2,826,0.426150121,0.423728814,0.055690073,0.053268765,R2_siNFE2L2_20
11051,HepG2,NIT,20,1,R2,42,mock,648,0.449074074,0.447530864,0.055555556,0.055555556,R2_mock_20
11052,HepG2,NIT,20,1,R2,42,siKinasePool,603,0.407960199,0.404643449,0.063018242,0.063018242,R2_siKinasePool_20
11053,HepG2,NIT,20,1,R2,43,siGCLC,792,0.397727273,0.393939394,0.082070707,0.082070707,R2_siGCLC_20
11054,HepG2,NIT,20,1,R2,43,siGCLM,817,0.46878825,0.46878825,0.025703794,0.024479804,R2_siGCLM_20
11055,HepG2,NIT,20,1,R2,43,siKEAP1,687,0.330422125,0.330422125,0.050946143,0.050946143,R2_siKEAP1_20
11056,HepG2,NIT,20,1,R2,43,siNFE2L2,867,0.416378316,0.416378316,0.053056517,0.053056517,R2_siNFE2L2_20
11057,HepG2,NIT,20,1,R2,43,mock,721,0.450762829,0.447988904,0.058252427,0.058252427,R2_mock_20
11058,HepG2,NIT,20,1,R2,43,siKinasePool,606,0.424092409,0.420792079,0.059405941,0.059405941,R2_siKinasePool_20
11059,HepG2,NIT,20,1,R2,44,siGCLC,761,0.366622865,0.365308804,0.097240473,0.097240473,R2_siGCLC_20
11060,HepG2,NIT,20,1,R2,44,siGCLM,780,0.496153846,0.493589744,0.034615385,0.034615385,R2_siGCLM_20
11061,HepG2,NIT,20,1,R2,44,siKEAP1,699,0.339055794,0.337625179,0.051502146,0.051502146,R2_siKEAP1_20
11062,HepG2,NIT,20,1,R2,44,siNFE2L2,840,0.435714286,0.435714286,0.066666667,0.066666667,R2_siNFE2L2_20
11063,HepG2,NIT,20,1,R2,44,mock,665,0.443609023,0.439097744,0.069172932,0.067669173,R2_mock_20
11064,HepG2,NIT,20,1,R2,44,siKinasePool,613,0.399673736,0.398042414,0.065252855,0.065252855,R2_siKinasePool_20
11065,HepG2,NIT,20,1,R2,45,siGCLC,746,0.40616622,0.404825737,0.107238606,0.105898123,R2_siGCLC_20
11066,HepG2,NIT,20,1,R2,45,siGCLM,842,0.478622328,0.478622328,0.045130641,0.043942993,R2_siGCLM_20
11067,HepG2,NIT,20,1,R2,45,siKEAP1,681,0.370044053,0.368575624,0.064610866,0.064610866,R2_siKEAP1_20
11068,HepG2,NIT,20,1,R2,45,siNFE2L2,833,0.428571429,0.427370948,0.066026411,0.06362545,R2_siNFE2L2_20
11069,HepG2,NIT,20,1,R2,45,mock,682,0.475073314,0.475073314,0.073313783,0.071847507,R2_mock_20
11070,HepG2,NIT,20,1,R2,45,siKinasePool,644,0.405279503,0.402173913,0.059006211,0.059006211,R2_siKinasePool_20
11071,HepG2,NIT,20,2,R2,1,siGCLC,392,0.137755102,0.137755102,0.086734694,0.086734694,R2_siGCLC_20
11072,HepG2,NIT,20,2,R2,1,siGCLM,601,0.073211314,0.071547421,0.053244592,0.051580699,R2_siGCLM_20
11073,HepG2,NIT,20,2,R2,1,siKEAP1,396,0.098484848,0.095959596,0.085858586,0.085858586,R2_siKEAP1_20
11074,HepG2,NIT,20,2,R2,1,siNFE2L2,460,0.110869565,0.110869565,0.089130435,0.089130435,R2_siNFE2L2_20
11075,HepG2,NIT,20,2,R2,1,mock,428,0.070093458,0.070093458,0.044392523,0.044392523,R2_mock_20
11076,HepG2,NIT,20,2,R2,1,siKinasePool,456,0.076754386,0.074561404,0.050438596,0.050438596,R2_siKinasePool_20
11077,HepG2,NIT,20,2,R2,2,siGCLC,393,0.129770992,0.127226463,0.078880407,0.076335878,R2_siGCLC_20
11078,HepG2,NIT,20,2,R2,2,siGCLM,583,0.092624357,0.092624357,0.042881647,0.042881647,R2_siGCLM_20
11079,HepG2,NIT,20,2,R2,2,siKEAP1,394,0.11928934,0.114213198,0.081218274,0.078680203,R2_siKEAP1_20
11080,HepG2,NIT,20,2,R2,2,siNFE2L2,460,0.126086957,0.126086957,0.091304348,0.089130435,R2_siNFE2L2_20
11081,HepG2,NIT,20,2,R2,2,mock,421,0.06888361,0.06888361,0.045130641,0.045130641,R2_mock_20
11082,HepG2,NIT,20,2,R2,2,siKinasePool,446,0.085201794,0.085201794,0.053811659,0.053811659,R2_siKinasePool_20
11083,HepG2,NIT,20,2,R2,3,siGCLC,389,0.141388175,0.138817481,0.077120823,0.074550129,R2_siGCLC_20
11084,HepG2,NIT,20,2,R2,3,siGCLM,574,0.099303136,0.099303136,0.052264808,0.052264808,R2_siGCLM_20
11085,HepG2,NIT,20,2,R2,3,siKEAP1,388,0.113402062,0.108247423,0.085051546,0.085051546,R2_siKEAP1_20
11086,HepG2,NIT,20,2,R2,3,siNFE2L2,441,0.145124717,0.145124717,0.0861678,0.0861678,R2_siNFE2L2_20
11087,HepG2,NIT,20,2,R2,3,mock,431,0.067285383,0.067285383,0.032482599,0.032482599,R2_mock_20
11088,HepG2,NIT,20,2,R2,3,siKinasePool,454,0.079295154,0.079295154,0.04845815,0.04845815,R2_siKinasePool_20
11089,HepG2,NIT,20,2,R2,4,siGCLC,391,0.148337596,0.148337596,0.086956522,0.086956522,R2_siGCLC_20
11090,HepG2,NIT,20,2,R2,4,siGCLM,570,0.103508772,0.103508772,0.049122807,0.049122807,R2_siGCLM_20
11091,HepG2,NIT,20,2,R2,4,siKEAP1,397,0.113350126,0.113350126,0.070528967,0.070528967,R2_siKEAP1_20
11092,HepG2,NIT,20,2,R2,4,siNFE2L2,427,0.138173302,0.135831382,0.098360656,0.098360656,R2_siNFE2L2_20
11093,HepG2,NIT,20,2,R2,4,mock,434,0.073732719,0.073732719,0.034562212,0.034562212,R2_mock_20
11094,HepG2,NIT,20,2,R2,4,siKinasePool,448,0.087053571,0.087053571,0.046875,0.046875,R2_siKinasePool_20
11095,HepG2,NIT,20,2,R2,5,siGCLC,414,0.173913043,0.173913043,0.06763285,0.06763285,R2_siGCLC_20
11096,HepG2,NIT,20,2,R2,5,siGCLM,607,0.115321252,0.115321252,0.039538715,0.039538715,R2_siGCLM_20
11097,HepG2,NIT,20,2,R2,5,siKEAP1,400,0.1275,0.1275,0.0825,0.0825,R2_siKEAP1_20
11098,HepG2,NIT,20,2,R2,5,siNFE2L2,471,0.133757962,0.133757962,0.093418259,0.093418259,R2_siNFE2L2_20
11099,HepG2,NIT,20,2,R2,5,mock,434,0.101382488,0.101382488,0.041474654,0.041474654,R2_mock_20
11100,HepG2,NIT,20,2,R2,5,siKinasePool,453,0.105960265,0.105960265,0.048565121,0.048565121,R2_siKinasePool_20
11101,HepG2,NIT,20,2,R2,6,siGCLC,412,0.208737864,0.20631068,0.077669903,0.072815534,R2_siGCLC_20
11102,HepG2,NIT,20,2,R2,6,siGCLM,612,0.112745098,0.111111111,0.032679739,0.032679739,R2_siGCLM_20
11103,HepG2,NIT,20,2,R2,6,siKEAP1,401,0.154613466,0.154613466,0.069825436,0.069825436,R2_siKEAP1_20
11104,HepG2,NIT,20,2,R2,6,siNFE2L2,482,0.165975104,0.165975104,0.085062241,0.085062241,R2_siNFE2L2_20
11105,HepG2,NIT,20,2,R2,6,mock,462,0.0995671,0.0995671,0.043290043,0.043290043,R2_mock_20
11106,HepG2,NIT,20,2,R2,6,siKinasePool,490,0.106122449,0.106122449,0.046938776,0.046938776,R2_siKinasePool_20
11107,HepG2,NIT,20,2,R2,7,siGCLC,431,0.229698376,0.222737819,0.081206497,0.081206497,R2_siGCLC_20
11108,HepG2,NIT,20,2,R2,7,siGCLM,624,0.125,0.125,0.032051282,0.032051282,R2_siGCLM_20
11109,HepG2,NIT,20,2,R2,7,siKEAP1,422,0.132701422,0.130331754,0.068720379,0.068720379,R2_siKEAP1_20
11110,HepG2,NIT,20,2,R2,7,siNFE2L2,477,0.163522013,0.161425577,0.081761006,0.081761006,R2_siNFE2L2_20
11111,HepG2,NIT,20,2,R2,7,mock,463,0.112311015,0.110151188,0.036717063,0.036717063,R2_mock_20
11112,HepG2,NIT,20,2,R2,7,siKinasePool,497,0.112676056,0.110663984,0.046277666,0.044265594,R2_siKinasePool_20
