,compound,concentration,replicate,TimePoint,siRNA,StateVar,data4modelReal
879,NIT,20,R2,19,NRF2,Total_cells,1.348032564
880,NIT,20,R2,20,NRF2,Apop_cells,0.473652035
881,NIT,20,R2,20,NRF2,Live_cells,0.887949051
882,NIT,20,R2,20,NRF2,Total_cells,1.361601085
883,NIT,20,R3,0,NRF2,Apop_cells,NA
884,NIT,20,R3,0,NRF2,Live_cells,NA
885,NIT,20,R3,0,NRF2,Total_cells,1
886,NIT,20,R3,1,NRF2,Apop_cells,0.124626235
887,NIT,20,R3,1,NRF2,Live_cells,0.875373765
888,NIT,20,R3,1,NRF2,Total_cells,1
889,NIT,20,R3,2,NRF2,Apop_cells,0.139868859
890,NIT,20,R3,2,NRF2,Live_cells,0.859516513
891,NIT,20,R3,2,NRF2,Total_cells,0.999385372
892,NIT,20,R3,3,NRF2,Apop_cells,0.134573865
893,NIT,20,R3,3,NRF2,Live_cells,0.852518944
894,NIT,20,R3,3,NRF2,Total_cells,0.987092809
895,NIT,20,R3,4,NRF2,Apop_cells,0.145382551
896,NIT,20,R3,4,NRF2,Live_cells,0.822656785
897,NIT,20,R3,4,NRF2,Total_cells,0.968039336
898,NIT,20,R3,5,NRF2,Apop_cells,0.161174315
899,NIT,20,R3,5,NRF2,Live_cells,0.814855187
900,NIT,20,R3,5,NRF2,Total_cells,0.976029502
901,NIT,20,R3,6,NRF2,Apop_cells,0.167993331
902,NIT,20,R3,6,NRF2,Live_cells,0.818484849
903,NIT,20,R3,6,NRF2,Total_cells,0.986478181
904,NIT,20,R3,7,NRF2,Apop_cells,0.184919315
905,NIT,20,R3,7,NRF2,Live_cells,0.815080686
906,NIT,20,R3,7,NRF2,Total_cells,1
907,NIT,20,R3,8,NRF2,Apop_cells,0.19647842
908,NIT,20,R3,8,NRF2,Live_cells,0.841628525
909,NIT,20,R3,8,NRF2,Total_cells,1.038106945
910,NIT,20,R3,9,NRF2,Apop_cells,0.232696951
911,NIT,20,R3,9,NRF2,Live_cells,0.808483135
912,NIT,20,R3,9,NRF2,Total_cells,1.041180086
913,NIT,20,R3,10,NRF2,Apop_cells,0.244057034
914,NIT,20,R3,10,NRF2,Live_cells,0.838917766
915,NIT,20,R3,10,NRF2,Total_cells,1.0829748
916,NIT,20,R3,11,NRF2,Apop_cells,0.286077895
917,NIT,20,R3,11,NRF2,Live_cells,0.841150132
918,NIT,20,R3,11,NRF2,Total_cells,1.127228027
919,NIT,20,R3,12,NRF2,Apop_cells,0.290075209
920,NIT,20,R3,12,NRF2,Live_cells,0.866040341
921,NIT,20,R3,12,NRF2,Total_cells,1.15611555
922,NIT,20,R3,13,NRF2,Apop_cells,0.318733562
923,NIT,20,R3,13,NRF2,Live_cells,0.821401657
924,NIT,20,R3,13,NRF2,Total_cells,1.140135218
925,NIT,20,R3,14,NRF2,Apop_cells,0.342134503
926,NIT,20,R3,14,NRF2,Live_cells,0.843483198
927,NIT,20,R3,14,NRF2,Total_cells,1.185617701
928,NIT,20,R3,15,NRF2,Apop_cells,0.366121146
929,NIT,20,R3,15,NRF2,Live_cells,0.826872093
930,NIT,20,R3,15,NRF2,Total_cells,1.192993239
931,NIT,20,R3,16,NRF2,Apop_cells,0.376980104
932,NIT,20,R3,16,NRF2,Live_cells,0.857807849
933,NIT,20,R3,16,NRF2,Total_cells,1.234787953
934,NIT,20,R3,17,NRF2,Apop_cells,0.416574973
935,NIT,20,R3,17,NRF2,Live_cells,0.82804703
936,NIT,20,R3,17,NRF2,Total_cells,1.244622004
937,NIT,20,R3,18,NRF2,Apop_cells,0.397819366
938,NIT,20,R3,18,NRF2,Live_cells,0.859095201
939,NIT,20,R3,18,NRF2,Total_cells,1.256914567
940,NIT,20,R3,19,NRF2,Apop_cells,0.429203197
941,NIT,20,R3,19,NRF2,Live_cells,0.857828149
942,NIT,20,R3,19,NRF2,Total_cells,1.287031346
943,NIT,20,R3,20,NRF2,Apop_cells,0.445088053
944,NIT,20,R3,20,NRF2,Live_cells,0.850548087
945,NIT,20,R3,20,NRF2,Total_cells,1.29563614
946,NIT,20,R4,0,NRF2,Apop_cells,NA
947,NIT,20,R4,0,NRF2,Live_cells,NA
948,NIT,20,R4,0,NRF2,Total_cells,1
949,NIT,20,R4,1,NRF2,Apop_cells,0.121092125
950,NIT,20,R4,1,NRF2,Live_cells,0.878907875
951,NIT,20,R4,1,NRF2,Total_cells,1
952,NIT,20,R4,2,NRF2,Apop_cells,0.113928523
953,NIT,20,R4,2,NRF2,Live_cells,0.88551313
954,NIT,20,R4,2,NRF2,Total_cells,0.999441653
955,NIT,20,R4,3,NRF2,Apop_cells,0.127401491
956,NIT,20,R4,3,NRF2,Live_cells,0.87650694
957,NIT,20,R4,3,NRF2,Total_cells,1.003908431
958,NIT,20,R4,4,NRF2,Apop_cells,0.136825935
959,NIT,20,R4,4,NRF2,Live_cells,0.846981993
960,NIT,20,R4,4,NRF2,Total_cells,0.983807929
961,NIT,20,R4,5,NRF2,Apop_cells,0.139748336
962,NIT,20,R4,5,NRF2,Live_cells,0.852993149
963,NIT,20,R4,5,NRF2,Total_cells,0.992741485
964,NIT,20,R4,6,NRF2,Apop_cells,0.172297479
965,NIT,20,R4,6,NRF2,Live_cells,0.860645011
966,NIT,20,R4,6,NRF2,Total_cells,1.03294249
967,NIT,20,R4,7,NRF2,Apop_cells,0.193972589
968,NIT,20,R4,7,NRF2,Live_cells,0.862978835
969,NIT,20,R4,7,NRF2,Total_cells,1.056951424
970,NIT,20,R4,8,NRF2,Apop_cells,0.209567463
971,NIT,20,R4,8,NRF2,Live_cells,0.860225949
972,NIT,20,R4,8,NRF2,Total_cells,1.069793412
973,NIT,20,R4,9,NRF2,Apop_cells,0.241337207
974,NIT,20,R4,9,NRF2,Live_cells,0.859165305
975,NIT,20,R4,9,NRF2,Total_cells,1.100502513
976,NIT,20,R4,10,NRF2,Apop_cells,0.250861221
977,NIT,20,R4,10,NRF2,Live_cells,0.883700476
978,NIT,20,R4,10,NRF2,Total_cells,1.134561697
979,NIT,20,R4,11,NRF2,Apop_cells,0.256286261
980,NIT,20,R4,11,NRF2,Live_cells,0.901726022
981,NIT,20,R4,11,NRF2,Total_cells,1.158012284
982,NIT,20,R4,12,NRF2,Apop_cells,0.293843057
983,NIT,20,R4,12,NRF2,Live_cells,0.894878327
984,NIT,20,R4,12,NRF2,Total_cells,1.188721385
985,NIT,20,R4,13,NRF2,Apop_cells,0.304659132
986,NIT,20,R4,13,NRF2,Live_cells,0.89299581
987,NIT,20,R4,13,NRF2,Total_cells,1.197654941
988,NIT,20,R4,14,NRF2,Apop_cells,0.336437021
989,NIT,20,R4,14,NRF2,Live_cells,0.918727692
990,NIT,20,R4,14,NRF2,Total_cells,1.255164712
991,NIT,20,R4,15,NRF2,Apop_cells,0.35256408
992,NIT,20,R4,15,NRF2,Live_cells,0.914325925
993,NIT,20,R4,15,NRF2,Total_cells,1.266890006
994,NIT,20,R4,16,NRF2,Apop_cells,0.383696099
995,NIT,20,R4,16,NRF2,Live_cells,0.904411104
996,NIT,20,R4,16,NRF2,Total_cells,1.288107203
997,NIT,20,R4,17,NRF2,Apop_cells,0.392789514
998,NIT,20,R4,17,NRF2,Live_cells,0.879683964
999,NIT,20,R4,17,NRF2,Total_cells,1.272473479
1000,NIT,20,R4,18,NRF2,Apop_cells,0.423782257
1001,NIT,20,R4,18,NRF2,Live_cells,0.884983795
1002,NIT,20,R4,18,NRF2,Total_cells,1.308766052
1003,NIT,20,R4,19,NRF2,Apop_cells,0.444484135
1004,NIT,20,R4,19,NRF2,Live_cells,0.893315977
1005,NIT,20,R4,19,NRF2,Total_cells,1.337800112
1006,NIT,20,R4,20,NRF2,Apop_cells,0.47341165
1007,NIT,20,R4,20,NRF2,Live_cells,0.87499706
1008,NIT,20,R4,20,NRF2,Total_cells,1.34840871
1009,NIT,30,R1,0,NRF2,Apop_cells,NA
1010,NIT,30,R1,0,NRF2,Live_cells,NA
1011,NIT,30,R1,0,NRF2,Total_cells,1
1012,NIT,30,R1,1,NRF2,Apop_cells,0.137771366
1013,NIT,30,R1,1,NRF2,Live_cells,0.862228634
1014,NIT,30,R1,1,NRF2,Total_cells,1
1015,NIT,30,R1,2,NRF2,Apop_cells,0.130116268
1016,NIT,30,R1,2,NRF2,Live_cells,0.871374045
1017,NIT,30,R1,2,NRF2,Total_cells,1.001490313
1018,NIT,30,R1,3,NRF2,Apop_cells,0.143915523
1019,NIT,30,R1,3,NRF2,Live_cells,0.848632912
1020,NIT,30,R1,3,NRF2,Total_cells,0.992548435
1021,NIT,30,R1,4,NRF2,Apop_cells,0.155231595
1022,NIT,30,R1,4,NRF2,Live_cells,0.81198152
1023,NIT,30,R1,4,NRF2,Total_cells,0.967213115
1024,NIT,30,R1,5,NRF2,Apop_cells,0.158431634
1025,NIT,30,R1,5,NRF2,Live_cells,0.82592008
1026,NIT,30,R1,5,NRF2,Total_cells,0.984351714
1027,NIT,30,R1,6,NRF2,Apop_cells,0.166961333
1028,NIT,30,R1,6,NRF2,Live_cells,0.852412735
1029,NIT,30,R1,6,NRF2,Total_cells,1.019374069
1030,NIT,30,R1,7,NRF2,Apop_cells,0.194377497
1031,NIT,30,R1,7,NRF2,Live_cells,0.826486885
1032,NIT,30,R1,7,NRF2,Total_cells,1.020864382
1033,NIT,30,R1,8,NRF2,Apop_cells,0.216845387
1034,NIT,30,R1,8,NRF2,Live_cells,0.82413822
1035,NIT,30,R1,8,NRF2,Total_cells,1.040983607
1036,NIT,30,R1,9,NRF2,Apop_cells,0.252681424
1037,NIT,30,R1,9,NRF2,Live_cells,0.820343911
1038,NIT,30,R1,9,NRF2,Total_cells,1.073025335
1039,NIT,30,R1,10,NRF2,Apop_cells,0.243219762
1040,NIT,30,R1,10,NRF2,Live_cells,0.864082771
1041,NIT,30,R1,10,NRF2,Total_cells,1.107302534
1042,NIT,30,R1,11,NRF2,Apop_cells,0.270396409
1043,NIT,30,R1,11,NRF2,Live_cells,0.850318941
1044,NIT,30,R1,11,NRF2,Total_cells,1.12071535
1045,NIT,30,R1,12,NRF2,Apop_cells,0.305598448
1046,NIT,30,R1,12,NRF2,Live_cells,0.844923161
1047,NIT,30,R1,12,NRF2,Total_cells,1.15052161
1048,NIT,30,R1,13,NRF2,Apop_cells,0.32449393
1049,NIT,30,R1,13,NRF2,Live_cells,0.858814565
1050,NIT,30,R1,13,NRF2,Total_cells,1.183308495
1051,NIT,30,R1,14,NRF2,Apop_cells,0.329940411
1052,NIT,30,R1,14,NRF2,Live_cells,0.88168403
1053,NIT,30,R1,14,NRF2,Total_cells,1.211624441
1054,NIT,30,R1,15,NRF2,Apop_cells,0.368497518
1055,NIT,30,R1,15,NRF2,Live_cells,0.860265522
1056,NIT,30,R1,15,NRF2,Total_cells,1.22876304
1057,NIT,30,R1,16,NRF2,Apop_cells,0.368122497
1058,NIT,30,R1,16,NRF2,Live_cells,0.876288829
1059,NIT,30,R1,16,NRF2,Total_cells,1.244411326
1060,NIT,30,R1,17,NRF2,Apop_cells,0.386721724
1061,NIT,30,R1,17,NRF2,Live_cells,0.880044297
1062,NIT,30,R1,17,NRF2,Total_cells,1.266766021
1063,NIT,30,R1,18,NRF2,Apop_cells,0.40868461
1064,NIT,30,R1,18,NRF2,Live_cells,0.889377984
1065,NIT,30,R1,18,NRF2,Total_cells,1.298062593
1066,NIT,30,R1,19,NRF2,Apop_cells,0.43054235
1067,NIT,30,R1,19,NRF2,Live_cells,0.879442747
1068,NIT,30,R1,19,NRF2,Total_cells,1.309985097
1069,NIT,30,R1,20,NRF2,Apop_cells,0.439189257
1070,NIT,30,R1,20,NRF2,Live_cells,0.899856943
1071,NIT,30,R1,20,NRF2,Total_cells,1.3390462
1072,NIT,30,R2,0,NRF2,Apop_cells,NA
1073,NIT,30,R2,0,NRF2,Live_cells,NA
1074,NIT,30,R2,0,NRF2,Total_cells,1
1075,NIT,30,R2,1,NRF2,Apop_cells,0.137392655
1076,NIT,30,R2,1,NRF2,Live_cells,0.862607346
1077,NIT,30,R2,1,NRF2,Total_cells,1
1078,NIT,30,R2,2,NRF2,Apop_cells,0.133515431
1079,NIT,30,R2,2,NRF2,Live_cells,0.845977284
1080,NIT,30,R2,2,NRF2,Total_cells,0.979492715
1081,NIT,30,R2,3,NRF2,Apop_cells,0.137023604
1082,NIT,30,R2,3,NRF2,Live_cells,0.83545346
1083,NIT,30,R2,3,NRF2,Total_cells,0.972477064
1084,NIT,30,R2,4,NRF2,Apop_cells,0.144069645
1085,NIT,30,R2,4,NRF2,Live_cells,0.846216377
1086,NIT,30,R2,4,NRF2,Total_cells,0.990286023
1087,NIT,30,R2,5,NRF2,Apop_cells,0.159664806
1088,NIT,30,R2,5,NRF2,Live_cells,0.830621217
1089,NIT,30,R2,5,NRF2,Total_cells,0.990286023
1090,NIT,30,R2,6,NRF2,Apop_cells,0.174928128
1091,NIT,30,R2,6,NRF2,Live_cells,0.817516556
1092,NIT,30,R2,6,NRF2,Total_cells,0.992444684
1093,NIT,30,R2,7,NRF2,Apop_cells,0.201698509
1094,NIT,30,R2,7,NRF2,Live_cells,0.832840077
1095,NIT,30,R2,7,NRF2,Total_cells,1.034538586
1096,NIT,30,R2,8,NRF2,Apop_cells,0.211608662
1097,NIT,30,R2,8,NRF2,Live_cells,0.839659552
1098,NIT,30,R2,8,NRF2,Total_cells,1.051268214
1099,NIT,30,R2,9,NRF2,Apop_cells,0.24655251
1100,NIT,30,R2,9,NRF2,Live_cells,0.824683324
1101,NIT,30,R2,9,NRF2,Total_cells,1.071235834
1102,NIT,30,R2,10,NRF2,Apop_cells,0.283995207
1103,NIT,30,R2,10,NRF2,Live_cells,0.821239548
1104,NIT,30,R2,10,NRF2,Total_cells,1.105234754
1105,NIT,30,R2,11,NRF2,Apop_cells,0.305698468
1106,NIT,30,R2,11,NRF2,Live_cells,0.828138553
1107,NIT,30,R2,11,NRF2,Total_cells,1.133837021
1108,NIT,30,R2,12,NRF2,Apop_cells,0.314461319
1109,NIT,30,R2,12,NRF2,Live_cells,0.835025999
1110,NIT,30,R2,12,NRF2,Total_cells,1.149487318
1111,NIT,30,R2,13,NRF2,Apop_cells,0.340259423
1112,NIT,30,R2,13,NRF2,Live_cells,0.817862542
1113,NIT,30,R2,13,NRF2,Total_cells,1.158121964
1114,NIT,30,R2,14,NRF2,Apop_cells,0.368745279
1115,NIT,30,R2,14,NRF2,Live_cells,0.824994603
1116,NIT,30,R2,14,NRF2,Total_cells,1.193739881
1117,NIT,30,R2,15,NRF2,Apop_cells,0.388629976
1118,NIT,30,R2,15,NRF2,Live_cells,0.801332247
1119,NIT,30,R2,15,NRF2,Total_cells,1.189962223
1120,NIT,30,R2,16,NRF2,Apop_cells,0.408845728
1121,NIT,30,R2,16,NRF2,Live_cells,0.767085195
1122,NIT,30,R2,16,NRF2,Total_cells,1.175930923
1123,NIT,30,R2,17,NRF2,Apop_cells,0.430782934
1124,NIT,30,R2,17,NRF2,Live_cells,0.792098879
1125,NIT,30,R2,17,NRF2,Total_cells,1.222881813
1126,NIT,30,R2,18,NRF2,Apop_cells,0.460193537
1127,NIT,30,R2,18,NRF2,Live_cells,0.772941919
1128,NIT,30,R2,18,NRF2,Total_cells,1.233135456
1129,NIT,30,R2,19,NRF2,Apop_cells,0.455721961
1130,NIT,30,R2,19,NRF2,Live_cells,0.784429146
1131,NIT,30,R2,19,NRF2,Total_cells,1.240151106
1132,NIT,30,R2,20,NRF2,Apop_cells,0.460421152
1133,NIT,30,R2,20,NRF2,Live_cells,0.794840585
1134,NIT,30,R2,20,NRF2,Total_cells,1.255261738
1135,NIT,30,R3,0,NRF2,Apop_cells,NA
1136,NIT,30,R3,0,NRF2,Live_cells,NA
1137,NIT,30,R3,0,NRF2,Total_cells,1
1138,NIT,30,R3,1,NRF2,Apop_cells,0.144405752
1139,NIT,30,R3,1,NRF2,Live_cells,0.855594248
1140,NIT,30,R3,1,NRF2,Total_cells,1
1141,NIT,30,R3,2,NRF2,Apop_cells,0.133616184
1142,NIT,30,R3,2,NRF2,Live_cells,0.878892045
1143,NIT,30,R3,2,NRF2,Total_cells,1.012508229
1144,NIT,30,R3,3,NRF2,Apop_cells,0.145790762
1145,NIT,30,R3,3,NRF2,Live_cells,0.879884024
1146,NIT,30,R3,3,NRF2,Total_cells,1.025674786
1147,NIT,30,R3,4,NRF2,Apop_cells,0.151655103
1148,NIT,30,R3,4,NRF2,Live_cells,0.864144766
1149,NIT,30,R3,4,NRF2,Total_cells,1.015799868
1150,NIT,30,R3,5,NRF2,Apop_cells,0.152912798
1151,NIT,30,R3,5,NRF2,Live_cells,0.861570415
1152,NIT,30,R3,5,NRF2,Total_cells,1.014483213
1153,NIT,30,R3,6,NRF2,Apop_cells,0.183440872
1154,NIT,30,R3,6,NRF2,Live_cells,0.85276716
1155,NIT,30,R3,6,NRF2,Total_cells,1.036208032
1156,NIT,30,R3,7,NRF2,Apop_cells,0.200976801
1157,NIT,30,R3,7,NRF2,Live_cells,0.865514312
1158,NIT,30,R3,7,NRF2,Total_cells,1.066491113
1159,NIT,30,R3,8,NRF2,Apop_cells,0.241421822
1160,NIT,30,R3,8,NRF2,Live_cells,0.822435979
1161,NIT,30,R3,8,NRF2,Total_cells,1.063857801
1162,NIT,30,R3,9,NRF2,Apop_cells,0.265705226
1163,NIT,30,R3,9,NRF2,Live_cells,0.842918868
1164,NIT,30,R3,9,NRF2,Total_cells,1.108624095
1165,NIT,30,R3,10,NRF2,Apop_cells,0.290603365
1166,NIT,30,R3,10,NRF2,Live_cells,0.847645483
1167,NIT,30,R3,10,NRF2,Total_cells,1.138248848
1168,NIT,30,R3,11,NRF2,Apop_cells,0.306625879
1169,NIT,30,R3,11,NRF2,Live_cells,0.863222706
1170,NIT,30,R3,11,NRF2,Total_cells,1.169848585
1171,NIT,30,R3,12,NRF2,Apop_cells,0.334825746
1172,NIT,30,R3,12,NRF2,Live_cells,0.858722641
1173,NIT,30,R3,12,NRF2,Total_cells,1.193548387
1174,NIT,30,R3,13,NRF2,Apop_cells,0.364376833
1175,NIT,30,R3,13,NRF2,Live_cells,0.846288079
1176,NIT,30,R3,13,NRF2,Total_cells,1.210664911
1177,NIT,30,R3,14,NRF2,Apop_cells,0.371632992
1178,NIT,30,R3,14,NRF2,Live_cells,0.871289984
1179,NIT,30,R3,14,NRF2,Total_cells,1.242922976
1180,NIT,30,R3,15,NRF2,Apop_cells,0.403062819
1181,NIT,30,R3,15,NRF2,Live_cells,0.879359828
1182,NIT,30,R3,15,NRF2,Total_cells,1.282422646
1183,NIT,30,R3,16,NRF2,Apop_cells,0.422165974
1184,NIT,30,R3,16,NRF2,Live_cells,0.85169841
1185,NIT,30,R3,16,NRF2,Total_cells,1.273864384
1186,NIT,30,R3,17,NRF2,Apop_cells,0.445423212
1187,NIT,30,R3,17,NRF2,Live_cells,0.885057367
1188,NIT,30,R3,17,NRF2,Total_cells,1.330480579
1189,NIT,30,R3,18,NRF2,Apop_cells,0.471395743
1190,NIT,30,R3,18,NRF2,Live_cells,0.868301427
1191,NIT,30,R3,18,NRF2,Total_cells,1.339697169
1192,NIT,30,R3,19,NRF2,Apop_cells,0.474305926
1193,NIT,30,R3,19,NRF2,Live_cells,0.827866556
1194,NIT,30,R3,19,NRF2,Total_cells,1.302172482
1195,NIT,30,R3,20,NRF2,Apop_cells,0.526860993
1196,NIT,30,R3,20,NRF2,Live_cells,0.810861193
1197,NIT,30,R3,20,NRF2,Total_cells,1.337722186
1198,NIT,30,R4,0,NRF2,Apop_cells,NA
1199,NIT,30,R4,0,NRF2,Live_cells,NA
1200,NIT,30,R4,0,NRF2,Total_cells,1
1201,NIT,30,R4,1,NRF2,Apop_cells,0.127464785
1202,NIT,30,R4,1,NRF2,Live_cells,0.872535215
1203,NIT,30,R4,1,NRF2,Total_cells,1
1204,NIT,30,R4,2,NRF2,Apop_cells,0.143531434
1205,NIT,30,R4,2,NRF2,Live_cells,0.850818848
1206,NIT,30,R4,2,NRF2,Total_cells,0.994350282
1207,NIT,30,R4,3,NRF2,Apop_cells,0.139976388
1208,NIT,30,R4,3,NRF2,Live_cells,0.885447341
1209,NIT,30,R4,3,NRF2,Total_cells,1.025423729
1210,NIT,30,R4,4,NRF2,Apop_cells,0.150620947
1211,NIT,30,R4,4,NRF2,Live_cells,0.855028771
1212,NIT,30,R4,4,NRF2,Total_cells,1.005649718
1213,NIT,30,R4,5,NRF2,Apop_cells,0.188602216
1214,NIT,30,R4,5,NRF2,Live_cells,0.831171795
1215,NIT,30,R4,5,NRF2,Total_cells,1.019774011
1216,NIT,30,R4,6,NRF2,Apop_cells,0.196307191
1217,NIT,30,R4,6,NRF2,Live_cells,0.821348176
1218,NIT,30,R4,6,NRF2,Total_cells,1.017655367
1219,NIT,30,R4,7,NRF2,Apop_cells,0.21688029
1220,NIT,30,R4,7,NRF2,Live_cells,0.821255304
1221,NIT,30,R4,7,NRF2,Total_cells,1.038135593
1222,NIT,30,R4,8,NRF2,Apop_cells,0.223115528
1223,NIT,30,R4,8,NRF2,Live_cells,0.872223455
1224,NIT,30,R4,8,NRF2,Total_cells,1.095338983
1225,NIT,30,R4,9,NRF2,Apop_cells,0.251581073
1226,NIT,30,R4,9,NRF2,Live_cells,0.869181639
1227,NIT,30,R4,9,NRF2,Total_cells,1.120762712
1228,NIT,30,R4,10,NRF2,Apop_cells,0.290924538
1229,NIT,30,R4,10,NRF2,Live_cells,0.856674332
1230,NIT,30,R4,10,NRF2,Total_cells,1.14759887
1231,NIT,30,R4,11,NRF2,Apop_cells,0.308773965
1232,NIT,30,R4,11,NRF2,Live_cells,0.846593267
1233,NIT,30,R4,11,NRF2,Total_cells,1.155367232
1234,NIT,30,R4,12,NRF2,Apop_cells,0.323628721
1235,NIT,30,R4,12,NRF2,Live_cells,0.847981448
1236,NIT,30,R4,12,NRF2,Total_cells,1.171610169
1237,NIT,30,R4,13,NRF2,Apop_cells,0.3678002
1238,NIT,30,R4,13,NRF2,Live_cells,0.851832568
1239,NIT,30,R4,13,NRF2,Total_cells,1.219632768
1240,NIT,30,R4,14,NRF2,Apop_cells,0.376449747
1241,NIT,30,R4,14,NRF2,Live_cells,0.844595451
1242,NIT,30,R4,14,NRF2,Total_cells,1.221045198
1243,NIT,30,R4,15,NRF2,Apop_cells,0.42069159
1244,NIT,30,R4,15,NRF2,Live_cells,0.81871519
1245,NIT,30,R4,15,NRF2,Total_cells,1.23940678
1246,NIT,30,R4,16,NRF2,Apop_cells,0.42900393
1247,NIT,30,R4,16,NRF2,Live_cells,0.847126014
1248,NIT,30,R4,16,NRF2,Total_cells,1.276129944
1249,NIT,30,R4,17,NRF2,Apop_cells,0.447596585
1250,NIT,30,R4,17,NRF2,Live_cells,0.849013585
1251,NIT,30,R4,17,NRF2,Total_cells,1.296610169
1252,NIT,30,R4,18,NRF2,Apop_cells,0.462509123
1253,NIT,30,R4,18,NRF2,Live_cells,0.850343985
1254,NIT,30,R4,18,NRF2,Total_cells,1.312853107
1255,NIT,30,R4,19,NRF2,Apop_cells,0.49234018
1256,NIT,30,R4,19,NRF2,Live_cells,0.833224792
1257,NIT,30,R4,19,NRF2,Total_cells,1.325564972
1258,NIT,30,R4,20,NRF2,Apop_cells,0.510005646
1259,NIT,30,R4,20,NRF2,Live_cells,0.846632772
1260,NIT,30,R4,20,NRF2,Total_cells,1.356638418
1261,NIT,60,R1,0,NRF2,Apop_cells,NA
1262,NIT,60,R1,0,NRF2,Live_cells,NA
1263,NIT,60,R1,0,NRF2,Total_cells,1
1264,NIT,60,R1,1,NRF2,Apop_cells,0.132409412
1265,NIT,60,R1,1,NRF2,Live_cells,0.867590588
1266,NIT,60,R1,1,NRF2,Total_cells,1
1267,NIT,60,R1,2,NRF2,Apop_cells,0.141967814
1268,NIT,60,R1,2,NRF2,Live_cells,0.856396417
1269,NIT,60,R1,2,NRF2,Total_cells,0.998364231
1270,NIT,60,R1,3,NRF2,Apop_cells,0.145110035
1271,NIT,60,R1,3,NRF2,Live_cells,0.857616247
1272,NIT,60,R1,3,NRF2,Total_cells,1.002726281
1273,NIT,60,R1,4,NRF2,Apop_cells,0.15404649
1274,NIT,60,R1,4,NRF2,Live_cells,0.850860816
1275,NIT,60,R1,4,NRF2,Total_cells,1.004907306
1276,NIT,60,R1,5,NRF2,Apop_cells,0.160470304
1277,NIT,60,R1,5,NRF2,Live_cells,0.844437002
1278,NIT,60,R1,5,NRF2,Total_cells,1.004907306
1279,NIT,60,R1,6,NRF2,Apop_cells,0.179488887
1280,NIT,60,R1,6,NRF2,Live_cells,0.836868801
1281,NIT,60,R1,6,NRF2,Total_cells,1.016357688
1282,NIT,60,R1,7,NRF2,Apop_cells,0.195103817
1283,NIT,60,R1,7,NRF2,Live_cells,0.83761156
1284,NIT,60,R1,7,NRF2,Total_cells,1.032715376
1285,NIT,60,R1,8,NRF2,Apop_cells,0.231526726
1286,NIT,60,R1,8,NRF2,Live_cells,0.795736088
1287,NIT,60,R1,8,NRF2,Total_cells,1.027262814
1288,NIT,60,R1,9,NRF2,Apop_cells,0.265195316
1289,NIT,60,R1,9,NRF2,Live_cells,0.752252885
1290,NIT,60,R1,9,NRF2,Total_cells,1.017448201
1291,NIT,60,R1,10,NRF2,Apop_cells,0.279071812
1292,NIT,60,R1,10,NRF2,Live_cells,0.743283695
1293,NIT,60,R1,10,NRF2,Total_cells,1.022355507
1294,NIT,60,R1,11,NRF2,Apop_cells,0.313592044
1295,NIT,60,R1,11,NRF2,Live_cells,0.718032819
1296,NIT,60,R1,11,NRF2,Total_cells,1.031624864
1297,NIT,60,R1,12,NRF2,Apop_cells,0.341389278
1298,NIT,60,R1,12,NRF2,Live_cells,0.699504943
1299,NIT,60,R1,12,NRF2,Total_cells,1.04089422
1300,NIT,60,R1,13,NRF2,Apop_cells,0.379768679
1301,NIT,60,R1,13,NRF2,Live_cells,0.65839926
1302,NIT,60,R1,13,NRF2,Total_cells,1.038167939
1303,NIT,60,R1,14,NRF2,Apop_cells,0.404396356
1304,NIT,60,R1,14,NRF2,Live_cells,0.642495684
1305,NIT,60,R1,14,NRF2,Total_cells,1.046892039
1306,NIT,60,R1,15,NRF2,Apop_cells,0.433376342
1307,NIT,60,R1,15,NRF2,Live_cells,0.636961716
1308,NIT,60,R1,15,NRF2,Total_cells,1.070338059
1309,NIT,60,R1,16,NRF2,Apop_cells,0.464927846
1310,NIT,60,R1,16,NRF2,Live_cells,0.604319701
1311,NIT,60,R1,16,NRF2,Total_cells,1.069247546
1312,NIT,60,R1,17,NRF2,Apop_cells,0.482157134
1313,NIT,60,R1,17,NRF2,Live_cells,0.596905025
1314,NIT,60,R1,17,NRF2,Total_cells,1.079062159
1315,NIT,60,R1,18,NRF2,Apop_cells,0.521462848
1316,NIT,60,R1,18,NRF2,Live_cells,0.548875211
1317,NIT,60,R1,18,NRF2,Total_cells,1.070338059
1318,NIT,60,R1,19,NRF2,Apop_cells,0.53900412
1319,NIT,60,R1,19,NRF2,Live_cells,0.55750624
1320,NIT,60,R1,19,NRF2,Total_cells,1.09651036
1321,NIT,60,R1,20,NRF2,Apop_cells,0.521727116
1322,NIT,60,R1,20,NRF2,Live_cells,0.539341586
1323,NIT,60,R1,20,NRF2,Total_cells,1.061068702
1324,NIT,60,R2,0,NRF2,Apop_cells,NA
1325,NIT,60,R2,0,NRF2,Live_cells,NA
1326,NIT,60,R2,0,NRF2,Total_cells,1
1327,NIT,60,R2,1,NRF2,Apop_cells,0.112746542
1328,NIT,60,R2,1,NRF2,Live_cells,0.887253458
1329,NIT,60,R2,1,NRF2,Total_cells,1
1330,NIT,60,R2,2,NRF2,Apop_cells,0.127115749
1331,NIT,60,R2,2,NRF2,Live_cells,0.862711311
