,compound,concentration,replicate,TimePoint,siRNA,StateVar,data4modelReal
421,NIT,7.5,R3,14,NRF2,Apop_cells,0.398913359
422,NIT,7.5,R3,14,NRF2,Live_cells,0.785242305
423,NIT,7.5,R3,14,NRF2,Total_cells,1.184155664
424,NIT,7.5,R3,15,NRF2,Apop_cells,0.433083189
425,NIT,7.5,R3,15,NRF2,Live_cells,0.772615213
426,NIT,7.5,R3,15,NRF2,Total_cells,1.205698402
427,NIT,7.5,R3,16,NRF2,Apop_cells,0.434372935
428,NIT,7.5,R3,16,NRF2,Live_cells,0.792173278
429,NIT,7.5,R3,16,NRF2,Total_cells,1.226546213
430,NIT,7.5,R3,17,NRF2,Apop_cells,0.445206939
431,NIT,7.5,R3,17,NRF2,Live_cells,0.806356646
432,NIT,7.5,R3,17,NRF2,Total_cells,1.251563586
433,NIT,7.5,R3,18,NRF2,Apop_cells,0.482191654
434,NIT,7.5,R3,18,NRF2,Live_cells,0.778405984
435,NIT,7.5,R3,18,NRF2,Total_cells,1.260597637
436,NIT,7.5,R3,19,NRF2,Apop_cells,0.49397605
437,NIT,7.5,R3,19,NRF2,Live_cells,0.773570857
438,NIT,7.5,R3,19,NRF2,Total_cells,1.267546908
439,NIT,7.5,R3,20,NRF2,Apop_cells,0.517945753
440,NIT,7.5,R3,20,NRF2,Live_cells,0.787127215
441,NIT,7.5,R3,20,NRF2,Total_cells,1.305072967
442,NIT,7.5,R4,0,NRF2,Apop_cells,NA
443,NIT,7.5,R4,0,NRF2,Live_cells,NA
444,NIT,7.5,R4,0,NRF2,Total_cells,1
445,NIT,7.5,R4,1,NRF2,Apop_cells,0.185550955
446,NIT,7.5,R4,1,NRF2,Live_cells,0.814449045
447,NIT,7.5,R4,1,NRF2,Total_cells,1
448,NIT,7.5,R4,2,NRF2,Apop_cells,0.180733343
449,NIT,7.5,R4,2,NRF2,Live_cells,0.82513914
450,NIT,7.5,R4,2,NRF2,Total_cells,1.005872483
451,NIT,7.5,R4,3,NRF2,Apop_cells,0.189045278
452,NIT,7.5,R4,3,NRF2,Live_cells,0.836961433
453,NIT,7.5,R4,3,NRF2,Total_cells,1.026006711
454,NIT,7.5,R4,4,NRF2,Apop_cells,0.207132454
455,NIT,7.5,R4,4,NRF2,Live_cells,0.77441117
456,NIT,7.5,R4,4,NRF2,Total_cells,0.981543624
457,NIT,7.5,R4,5,NRF2,Apop_cells,0.20958984
458,NIT,7.5,R4,5,NRF2,Live_cells,0.79712157
459,NIT,7.5,R4,5,NRF2,Total_cells,1.006711409
460,NIT,7.5,R4,6,NRF2,Apop_cells,0.24929395
461,NIT,7.5,R4,6,NRF2,Live_cells,0.764128868
462,NIT,7.5,R4,6,NRF2,Total_cells,1.013422819
463,NIT,7.5,R4,7,NRF2,Apop_cells,0.253874755
464,NIT,7.5,R4,7,NRF2,Live_cells,0.785554776
465,NIT,7.5,R4,7,NRF2,Total_cells,1.03942953
466,NIT,7.5,R4,8,NRF2,Apop_cells,0.288170541
467,NIT,7.5,R4,8,NRF2,Live_cells,0.808305969
468,NIT,7.5,R4,8,NRF2,Total_cells,1.09647651
469,NIT,7.5,R4,9,NRF2,Apop_cells,0.318444995
470,NIT,7.5,R4,9,NRF2,Live_cells,0.81410534
471,NIT,7.5,R4,9,NRF2,Total_cells,1.132550336
472,NIT,7.5,R4,10,NRF2,Apop_cells,0.341625989
473,NIT,7.5,R4,10,NRF2,Live_cells,0.824481393
474,NIT,7.5,R4,10,NRF2,Total_cells,1.166107383
475,NIT,7.5,R4,11,NRF2,Apop_cells,0.357433076
476,NIT,7.5,R4,11,NRF2,Live_cells,0.83635887
477,NIT,7.5,R4,11,NRF2,Total_cells,1.193791946
478,NIT,7.5,R4,12,NRF2,Apop_cells,0.35277581
479,NIT,7.5,R4,12,NRF2,Live_cells,0.832626874
480,NIT,7.5,R4,12,NRF2,Total_cells,1.185402685
481,NIT,7.5,R4,13,NRF2,Apop_cells,0.373981955
482,NIT,7.5,R4,13,NRF2,Live_cells,0.842460998
483,NIT,7.5,R4,13,NRF2,Total_cells,1.216442953
484,NIT,7.5,R4,14,NRF2,Apop_cells,0.411372648
485,NIT,7.5,R4,14,NRF2,Live_cells,0.814298493
486,NIT,7.5,R4,14,NRF2,Total_cells,1.225671141
487,NIT,7.5,R4,15,NRF2,Apop_cells,0.406266595
488,NIT,7.5,R4,15,NRF2,Live_cells,0.842055552
489,NIT,7.5,R4,15,NRF2,Total_cells,1.248322148
490,NIT,7.5,R4,16,NRF2,Apop_cells,0.430452156
491,NIT,7.5,R4,16,NRF2,Live_cells,0.845554555
492,NIT,7.5,R4,16,NRF2,Total_cells,1.276006711
493,NIT,7.5,R4,17,NRF2,Apop_cells,0.439931908
494,NIT,7.5,R4,17,NRF2,Live_cells,0.857047958
495,NIT,7.5,R4,17,NRF2,Total_cells,1.296979866
496,NIT,7.5,R4,18,NRF2,Apop_cells,0.497957724
497,NIT,7.5,R4,18,NRF2,Live_cells,0.823351001
498,NIT,7.5,R4,18,NRF2,Total_cells,1.321308725
499,NIT,7.5,R4,19,NRF2,Apop_cells,0.527263466
500,NIT,7.5,R4,19,NRF2,Live_cells,0.831796937
501,NIT,7.5,R4,19,NRF2,Total_cells,1.359060403
502,NIT,7.5,R4,20,NRF2,Apop_cells,0.525161087
503,NIT,7.5,R4,20,NRF2,Live_cells,0.832221464
504,NIT,7.5,R4,20,NRF2,Total_cells,1.35738255
505,NIT,15,R1,0,NRF2,Apop_cells,NA
506,NIT,15,R1,0,NRF2,Live_cells,NA
507,NIT,15,R1,0,NRF2,Total_cells,1
508,NIT,15,R1,1,NRF2,Apop_cells,0.111158947
509,NIT,15,R1,1,NRF2,Live_cells,0.888841053
510,NIT,15,R1,1,NRF2,Total_cells,1
511,NIT,15,R1,2,NRF2,Apop_cells,0.099269603
512,NIT,15,R1,2,NRF2,Live_cells,0.899113582
513,NIT,15,R1,2,NRF2,Total_cells,0.998383185
514,NIT,15,R1,3,NRF2,Apop_cells,0.114138137
515,NIT,15,R1,3,NRF2,Live_cells,0.885053455
516,NIT,15,R1,3,NRF2,Total_cells,0.999191593
517,NIT,15,R1,4,NRF2,Apop_cells,0.123641874
518,NIT,15,R1,4,NRF2,Live_cells,0.883633793
519,NIT,15,R1,4,NRF2,Total_cells,1.007275667
520,NIT,15,R1,5,NRF2,Apop_cells,0.14539765
521,NIT,15,R1,5,NRF2,Live_cells,0.862686424
522,NIT,15,R1,5,NRF2,Total_cells,1.008084074
523,NIT,15,R1,6,NRF2,Apop_cells,0.155905999
524,NIT,15,R1,6,NRF2,Live_cells,0.884514373
525,NIT,15,R1,6,NRF2,Total_cells,1.040420372
526,NIT,15,R1,7,NRF2,Apop_cells,0.18328606
527,NIT,15,R1,7,NRF2,Live_cells,0.862793164
528,NIT,15,R1,7,NRF2,Total_cells,1.046079224
529,NIT,15,R1,8,NRF2,Apop_cells,0.20054967
530,NIT,15,R1,8,NRF2,Live_cells,0.891608778
531,NIT,15,R1,8,NRF2,Total_cells,1.092158448
532,NIT,15,R1,9,NRF2,Apop_cells,0.212764418
533,NIT,15,R1,9,NRF2,Live_cells,0.896370586
534,NIT,15,R1,9,NRF2,Total_cells,1.109135004
535,NIT,15,R1,10,NRF2,Apop_cells,0.259526503
536,NIT,15,R1,10,NRF2,Live_cells,0.898112947
537,NIT,15,R1,10,NRF2,Total_cells,1.15763945
538,NIT,15,R1,11,NRF2,Apop_cells,0.267167205
539,NIT,15,R1,11,NRF2,Live_cells,0.909065616
540,NIT,15,R1,11,NRF2,Total_cells,1.176232821
541,NIT,15,R1,12,NRF2,Apop_cells,0.291701425
542,NIT,15,R1,12,NRF2,Live_cells,0.920909731
543,NIT,15,R1,12,NRF2,Total_cells,1.212611156
544,NIT,15,R1,13,NRF2,Apop_cells,0.306993149
545,NIT,15,R1,13,NRF2,Live_cells,0.938762712
546,NIT,15,R1,13,NRF2,Total_cells,1.245755861
547,NIT,15,R1,14,NRF2,Apop_cells,0.314020071
548,NIT,15,R1,14,NRF2,Live_cells,1.002875645
549,NIT,15,R1,14,NRF2,Total_cells,1.316895715
550,NIT,15,R1,15,NRF2,Apop_cells,0.335185569
551,NIT,15,R1,15,NRF2,Live_cells,0.988985814
552,NIT,15,R1,15,NRF2,Total_cells,1.324171382
553,NIT,15,R1,16,NRF2,Apop_cells,0.352647786
554,NIT,15,R1,16,NRF2,Live_cells,1.012752376
555,NIT,15,R1,16,NRF2,Total_cells,1.365400162
556,NIT,15,R1,17,NRF2,Apop_cells,0.370465221
557,NIT,15,R1,17,NRF2,Live_cells,1.030504868
558,NIT,15,R1,17,NRF2,Total_cells,1.400970089
559,NIT,15,R1,18,NRF2,Apop_cells,0.381166394
560,NIT,15,R1,18,NRF2,Live_cells,1.061032475
561,NIT,15,R1,18,NRF2,Total_cells,1.442198868
562,NIT,15,R1,19,NRF2,Apop_cells,0.427347801
563,NIT,15,R1,19,NRF2,Live_cells,1.065780736
564,NIT,15,R1,19,NRF2,Total_cells,1.493128537
565,NIT,15,R1,20,NRF2,Apop_cells,0.420309466
566,NIT,15,R1,20,NRF2,Live_cells,1.084136775
567,NIT,15,R1,20,NRF2,Total_cells,1.504446241
568,NIT,15,R2,0,NRF2,Apop_cells,NA
569,NIT,15,R2,0,NRF2,Live_cells,NA
570,NIT,15,R2,0,NRF2,Total_cells,1
571,NIT,15,R2,1,NRF2,Apop_cells,0.158364745
572,NIT,15,R2,1,NRF2,Live_cells,0.841635255
573,NIT,15,R2,1,NRF2,Total_cells,1
574,NIT,15,R2,2,NRF2,Apop_cells,0.170332113
575,NIT,15,R2,2,NRF2,Live_cells,0.820185757
576,NIT,15,R2,2,NRF2,Total_cells,0.99051787
577,NIT,15,R2,3,NRF2,Apop_cells,0.171886744
578,NIT,15,R2,3,NRF2,Live_cells,0.831030835
579,NIT,15,R2,3,NRF2,Total_cells,1.002917578
580,NIT,15,R2,4,NRF2,Apop_cells,0.180465283
581,NIT,15,R2,4,NRF2,Live_cells,0.804946825
582,NIT,15,R2,4,NRF2,Total_cells,0.985412108
583,NIT,15,R2,5,NRF2,Apop_cells,0.181601551
584,NIT,15,R2,5,NRF2,Live_cells,0.827151184
585,NIT,15,R2,5,NRF2,Total_cells,1.008752735
586,NIT,15,R2,6,NRF2,Apop_cells,0.199013561
587,NIT,15,R2,6,NRF2,Live_cells,0.815574331
588,NIT,15,R2,6,NRF2,Total_cells,1.014587892
589,NIT,15,R2,7,NRF2,Apop_cells,0.218124393
590,NIT,15,R2,7,NRF2,Live_cells,0.865755987
591,NIT,15,R2,7,NRF2,Total_cells,1.083880379
592,NIT,15,R2,8,NRF2,Apop_cells,0.234343912
593,NIT,15,R2,8,NRF2,Live_cells,0.850995257
594,NIT,15,R2,8,NRF2,Total_cells,1.085339168
595,NIT,15,R2,9,NRF2,Apop_cells,0.263999784
596,NIT,15,R2,9,NRF2,Live_cells,0.85562093
597,NIT,15,R2,9,NRF2,Total_cells,1.119620715
598,NIT,15,R2,10,NRF2,Apop_cells,0.275148272
599,NIT,15,R2,10,NRF2,Live_cells,0.891883092
600,NIT,15,R2,10,NRF2,Total_cells,1.167031364
601,NIT,15,R2,11,NRF2,Apop_cells,0.299810106
602,NIT,15,R2,11,NRF2,Live_cells,0.870868231
603,NIT,15,R2,11,NRF2,Total_cells,1.170678337
604,NIT,15,R2,12,NRF2,Apop_cells,0.324179884
605,NIT,15,R2,12,NRF2,Live_cells,0.882238789
606,NIT,15,R2,12,NRF2,Total_cells,1.206418673
607,NIT,15,R2,13,NRF2,Apop_cells,0.338454425
608,NIT,15,R2,13,NRF2,Live_cells,0.891304875
609,NIT,15,R2,13,NRF2,Total_cells,1.2297593
610,NIT,15,R2,14,NRF2,Apop_cells,0.352055249
611,NIT,15,R2,14,NRF2,Live_cells,0.913444386
612,NIT,15,R2,14,NRF2,Total_cells,1.265499635
613,NIT,15,R2,15,NRF2,Apop_cells,0.339450599
614,NIT,15,R2,15,NRF2,Live_cells,0.949389663
615,NIT,15,R2,15,NRF2,Total_cells,1.288840263
616,NIT,15,R2,16,NRF2,Apop_cells,0.364075228
617,NIT,15,R2,16,NRF2,Live_cells,0.973634472
618,NIT,15,R2,16,NRF2,Total_cells,1.337709701
619,NIT,15,R2,17,NRF2,Apop_cells,0.382911667
620,NIT,15,R2,17,NRF2,Live_cells,0.986162001
621,NIT,15,R2,17,NRF2,Total_cells,1.369073669
622,NIT,15,R2,18,NRF2,Apop_cells,0.398136071
623,NIT,15,R2,18,NRF2,Live_cells,1.001572171
624,NIT,15,R2,18,NRF2,Total_cells,1.399708242
625,NIT,15,R2,19,NRF2,Apop_cells,0.440089895
626,NIT,15,R2,19,NRF2,Live_cells,0.975665028
627,NIT,15,R2,19,NRF2,Total_cells,1.415754923
628,NIT,15,R2,20,NRF2,Apop_cells,0.437834177
629,NIT,15,R2,20,NRF2,Live_cells,1.039189893
630,NIT,15,R2,20,NRF2,Total_cells,1.47702407
631,NIT,15,R3,0,NRF2,Apop_cells,NA
632,NIT,15,R3,0,NRF2,Live_cells,NA
633,NIT,15,R3,0,NRF2,Total_cells,1
634,NIT,15,R3,1,NRF2,Apop_cells,0.120629783
635,NIT,15,R3,1,NRF2,Live_cells,0.879370217
636,NIT,15,R3,1,NRF2,Total_cells,1
637,NIT,15,R3,2,NRF2,Apop_cells,0.128602953
638,NIT,15,R3,2,NRF2,Live_cells,0.890121447
639,NIT,15,R3,2,NRF2,Total_cells,1.0187244
640,NIT,15,R3,3,NRF2,Apop_cells,0.136218161
641,NIT,15,R3,3,NRF2,Live_cells,0.886602202
642,NIT,15,R3,3,NRF2,Total_cells,1.022820363
643,NIT,15,R3,4,NRF2,Apop_cells,0.145227031
644,NIT,15,R3,4,NRF2,Live_cells,0.87817847
645,NIT,15,R3,4,NRF2,Total_cells,1.0234055
646,NIT,15,R3,5,NRF2,Apop_cells,0.153796458
647,NIT,15,R3,5,NRF2,Live_cells,0.894184818
648,NIT,15,R3,5,NRF2,Total_cells,1.047981276
649,NIT,15,R3,6,NRF2,Apop_cells,0.160346398
650,NIT,15,R3,6,NRF2,Live_cells,0.89641194
651,NIT,15,R3,6,NRF2,Total_cells,1.056758338
652,NIT,15,R3,7,NRF2,Apop_cells,0.191745503
653,NIT,15,R3,7,NRF2,Live_cells,0.867353386
654,NIT,15,R3,7,NRF2,Total_cells,1.059098888
655,NIT,15,R3,8,NRF2,Apop_cells,0.201302444
656,NIT,15,R3,8,NRF2,Live_cells,0.885297907
657,NIT,15,R3,8,NRF2,Total_cells,1.086600351
658,NIT,15,R3,9,NRF2,Apop_cells,0.220631923
659,NIT,15,R3,9,NRF2,Live_cells,0.928578142
660,NIT,15,R3,9,NRF2,Total_cells,1.149210064
661,NIT,15,R3,10,NRF2,Apop_cells,0.243079402
662,NIT,15,R3,10,NRF2,Live_cells,0.947090288
663,NIT,15,R3,10,NRF2,Total_cells,1.19016969
664,NIT,15,R3,11,NRF2,Apop_cells,0.253949375
665,NIT,15,R3,11,NRF2,Live_cells,0.943827103
666,NIT,15,R3,11,NRF2,Total_cells,1.197776477
667,NIT,15,R3,12,NRF2,Apop_cells,0.282800697
668,NIT,15,R3,12,NRF2,Live_cells,0.950669169
669,NIT,15,R3,12,NRF2,Total_cells,1.233469865
670,NIT,15,R3,13,NRF2,Apop_cells,0.301470902
671,NIT,15,R3,13,NRF2,Live_cells,0.972958589
672,NIT,15,R3,13,NRF2,Total_cells,1.274429491
673,NIT,15,R3,14,NRF2,Apop_cells,0.31064837
674,NIT,15,R3,14,NRF2,Live_cells,0.992452859
675,NIT,15,R3,14,NRF2,Total_cells,1.303101229
676,NIT,15,R3,15,NRF2,Apop_cells,0.341269618
677,NIT,15,R3,15,NRF2,Live_cells,0.988162798
678,NIT,15,R3,15,NRF2,Total_cells,1.329432417
679,NIT,15,R3,16,NRF2,Apop_cells,0.354905007
680,NIT,15,R3,16,NRF2,Live_cells,0.996762635
681,NIT,15,R3,16,NRF2,Total_cells,1.351667642
682,NIT,15,R3,17,NRF2,Apop_cells,0.352835111
683,NIT,15,R3,17,NRF2,Live_cells,0.999417668
684,NIT,15,R3,17,NRF2,Total_cells,1.352252779
685,NIT,15,R3,18,NRF2,Apop_cells,0.38050382
686,NIT,15,R3,18,NRF2,Live_cells,1.032018123
687,NIT,15,R3,18,NRF2,Total_cells,1.412521943
688,NIT,15,R3,19,NRF2,Apop_cells,0.383351833
689,NIT,15,R3,19,NRF2,Live_cells,1.044968822
690,NIT,15,R3,19,NRF2,Total_cells,1.428320655
691,NIT,15,R3,20,NRF2,Apop_cells,0.428203592
692,NIT,15,R3,20,NRF2,Live_cells,1.045757789
693,NIT,15,R3,20,NRF2,Total_cells,1.473961381
694,NIT,15,R4,0,NRF2,Apop_cells,NA
695,NIT,15,R4,0,NRF2,Live_cells,NA
696,NIT,15,R4,0,NRF2,Total_cells,1
697,NIT,15,R4,1,NRF2,Apop_cells,0.118267214
698,NIT,15,R4,1,NRF2,Live_cells,0.881732786
699,NIT,15,R4,1,NRF2,Total_cells,1
700,NIT,15,R4,2,NRF2,Apop_cells,0.11944096
701,NIT,15,R4,2,NRF2,Live_cells,0.875935526
702,NIT,15,R4,2,NRF2,Total_cells,0.995376486
703,NIT,15,R4,3,NRF2,Apop_cells,0.125642942
704,NIT,15,R4,3,NRF2,Live_cells,0.896153623
705,NIT,15,R4,3,NRF2,Total_cells,1.021796565
706,NIT,15,R4,4,NRF2,Apop_cells,0.12876296
707,NIT,15,R4,4,NRF2,Live_cells,0.872558044
708,NIT,15,R4,4,NRF2,Total_cells,1.001321004
709,NIT,15,R4,5,NRF2,Apop_cells,0.152455991
710,NIT,15,R4,5,NRF2,Live_cells,0.86141455
711,NIT,15,R4,5,NRF2,Total_cells,1.013870542
712,NIT,15,R4,6,NRF2,Apop_cells,0.163575016
713,NIT,15,R4,6,NRF2,Live_cells,0.867468577
714,NIT,15,R4,6,NRF2,Total_cells,1.031043593
715,NIT,15,R4,7,NRF2,Apop_cells,0.175654403
716,NIT,15,R4,7,NRF2,Live_cells,0.885772282
717,NIT,15,R4,7,NRF2,Total_cells,1.061426684
718,NIT,15,R4,8,NRF2,Apop_cells,0.192227347
719,NIT,15,R4,8,NRF2,Live_cells,0.886372389
720,NIT,15,R4,8,NRF2,Total_cells,1.078599736
721,NIT,15,R4,9,NRF2,Apop_cells,0.225994299
722,NIT,15,R4,9,NRF2,Live_cells,0.889593547
723,NIT,15,R4,9,NRF2,Total_cells,1.115587847
724,NIT,15,R4,10,NRF2,Apop_cells,0.248444643
725,NIT,15,R4,10,NRF2,Live_cells,0.894223785
726,NIT,15,R4,10,NRF2,Total_cells,1.142668428
727,NIT,15,R4,11,NRF2,Apop_cells,0.275959775
728,NIT,15,R4,11,NRF2,Live_cells,0.875295178
729,NIT,15,R4,11,NRF2,Total_cells,1.151254954
730,NIT,15,R4,12,NRF2,Apop_cells,0.289434256
731,NIT,15,R4,12,NRF2,Live_cells,0.908055837
732,NIT,15,R4,12,NRF2,Total_cells,1.197490092
733,NIT,15,R4,13,NRF2,Apop_cells,0.309579955
734,NIT,15,R4,13,NRF2,Live_cells,0.924898248
735,NIT,15,R4,13,NRF2,Total_cells,1.234478203
736,NIT,15,R4,14,NRF2,Apop_cells,0.321608555
737,NIT,15,R4,14,NRF2,Live_cells,0.954481273
738,NIT,15,R4,14,NRF2,Total_cells,1.276089828
739,NIT,15,R4,15,NRF2,Apop_cells,0.34236129
740,NIT,15,R4,15,NRF2,Live_cells,0.967414139
741,NIT,15,R4,15,NRF2,Total_cells,1.309775429
742,NIT,15,R4,16,NRF2,Apop_cells,0.368880457
743,NIT,15,R4,16,NRF2,Live_cells,0.989772119
744,NIT,15,R4,16,NRF2,Total_cells,1.358652576
745,NIT,15,R4,17,NRF2,Apop_cells,0.367092766
746,NIT,15,R4,17,NRF2,Live_cells,1.025245411
747,NIT,15,R4,17,NRF2,Total_cells,1.392338177
748,NIT,15,R4,18,NRF2,Apop_cells,0.385894697
749,NIT,15,R4,18,NRF2,Live_cells,1.022295527
750,NIT,15,R4,18,NRF2,Total_cells,1.408190225
751,NIT,15,R4,19,NRF2,Apop_cells,0.409882708
752,NIT,15,R4,19,NRF2,Live_cells,1.011517556
753,NIT,15,R4,19,NRF2,Total_cells,1.421400264
754,NIT,15,R4,20,NRF2,Apop_cells,0.415512118
755,NIT,15,R4,20,NRF2,Live_cells,1.050141779
756,NIT,15,R4,20,NRF2,Total_cells,1.465653897
757,NIT,20,R1,0,NRF2,Apop_cells,NA
758,NIT,20,R1,0,NRF2,Live_cells,NA
759,NIT,20,R1,0,NRF2,Total_cells,1
760,NIT,20,R1,1,NRF2,Apop_cells,0.11221867
761,NIT,20,R1,1,NRF2,Live_cells,0.88778133
762,NIT,20,R1,1,NRF2,Total_cells,1
763,NIT,20,R1,2,NRF2,Apop_cells,0.117896588
764,NIT,20,R1,2,NRF2,Live_cells,0.860144955
765,NIT,20,R1,2,NRF2,Total_cells,0.978041543
766,NIT,20,R1,3,NRF2,Apop_cells,0.126539932
767,NIT,20,R1,3,NRF2,Live_cells,0.839038703
768,NIT,20,R1,3,NRF2,Total_cells,0.965578635
769,NIT,20,R1,4,NRF2,Apop_cells,0.123290508
770,NIT,20,R1,4,NRF2,Live_cells,0.840507712
771,NIT,20,R1,4,NRF2,Total_cells,0.96379822
772,NIT,20,R1,5,NRF2,Apop_cells,0.127577731
773,NIT,20,R1,5,NRF2,Live_cells,0.86292672
774,NIT,20,R1,5,NRF2,Total_cells,0.990504451
775,NIT,20,R1,6,NRF2,Apop_cells,0.148883646
776,NIT,20,R1,6,NRF2,Live_cells,0.84992941
777,NIT,20,R1,6,NRF2,Total_cells,0.998813056
778,NIT,20,R1,7,NRF2,Apop_cells,0.170863624
779,NIT,20,R1,7,NRF2,Live_cells,0.845753587
780,NIT,20,R1,7,NRF2,Total_cells,1.016617211
781,NIT,20,R1,8,NRF2,Apop_cells,0.193661076
782,NIT,20,R1,8,NRF2,Live_cells,0.855597085
783,NIT,20,R1,8,NRF2,Total_cells,1.04925816
784,NIT,20,R1,9,NRF2,Apop_cells,0.201452586
785,NIT,20,R1,9,NRF2,Live_cells,0.870357503
786,NIT,20,R1,9,NRF2,Total_cells,1.071810089
787,NIT,20,R1,10,NRF2,Apop_cells,0.224160255
788,NIT,20,R1,10,NRF2,Live_cells,0.894534107
789,NIT,20,R1,10,NRF2,Total_cells,1.118694362
790,NIT,20,R1,11,NRF2,Apop_cells,0.225190937
791,NIT,20,R1,11,NRF2,Live_cells,0.900031615
792,NIT,20,R1,11,NRF2,Total_cells,1.125222552
793,NIT,20,R1,12,NRF2,Apop_cells,0.237382503
794,NIT,20,R1,12,NRF2,Live_cells,0.900302957
795,NIT,20,R1,12,NRF2,Total_cells,1.13768546
796,NIT,20,R1,13,NRF2,Apop_cells,0.264232342
797,NIT,20,R1,13,NRF2,Live_cells,0.918556976
798,NIT,20,R1,13,NRF2,Total_cells,1.182789318
799,NIT,20,R1,14,NRF2,Apop_cells,0.289404598
800,NIT,20,R1,14,NRF2,Live_cells,0.919497479
801,NIT,20,R1,14,NRF2,Total_cells,1.208902077
802,NIT,20,R1,15,NRF2,Apop_cells,0.292414783
803,NIT,20,R1,15,NRF2,Live_cells,0.949721716
804,NIT,20,R1,15,NRF2,Total_cells,1.242136499
805,NIT,20,R1,16,NRF2,Apop_cells,0.306025299
806,NIT,20,R1,16,NRF2,Live_cells,0.947980636
807,NIT,20,R1,16,NRF2,Total_cells,1.254005935
808,NIT,20,R1,17,NRF2,Apop_cells,0.337156194
809,NIT,20,R1,17,NRF2,Live_cells,0.924564874
810,NIT,20,R1,17,NRF2,Total_cells,1.261721068
811,NIT,20,R1,18,NRF2,Apop_cells,0.349080055
812,NIT,20,R1,18,NRF2,Live_cells,0.916201844
813,NIT,20,R1,18,NRF2,Total_cells,1.265281899
814,NIT,20,R1,19,NRF2,Apop_cells,0.392782597
815,NIT,20,R1,19,NRF2,Live_cells,0.896831646
816,NIT,20,R1,19,NRF2,Total_cells,1.289614243
817,NIT,20,R1,20,NRF2,Apop_cells,0.395141813
818,NIT,20,R1,20,NRF2,Live_cells,0.915243944
819,NIT,20,R1,20,NRF2,Total_cells,1.310385757
820,NIT,20,R2,0,NRF2,Apop_cells,NA
821,NIT,20,R2,0,NRF2,Live_cells,NA
822,NIT,20,R2,0,NRF2,Total_cells,1
823,NIT,20,R2,1,NRF2,Apop_cells,0.115612152
824,NIT,20,R2,1,NRF2,Live_cells,0.884387848
825,NIT,20,R2,1,NRF2,Total_cells,1
826,NIT,20,R2,2,NRF2,Apop_cells,0.124614247
827,NIT,20,R2,2,NRF2,Live_cells,0.863174084
828,NIT,20,R2,2,NRF2,Total_cells,0.987788331
829,NIT,20,R2,3,NRF2,Apop_cells,0.12919332
830,NIT,20,R2,3,NRF2,Live_cells,0.862665567
831,NIT,20,R2,3,NRF2,Total_cells,0.991858887
832,NIT,20,R2,4,NRF2,Apop_cells,0.132492673
833,NIT,20,R2,4,NRF2,Live_cells,0.836299728
834,NIT,20,R2,4,NRF2,Total_cells,0.968792402
835,NIT,20,R2,5,NRF2,Apop_cells,0.161972817
836,NIT,20,R2,5,NRF2,Live_cells,0.852952556
837,NIT,20,R2,5,NRF2,Total_cells,1.014925373
838,NIT,20,R2,6,NRF2,Apop_cells,0.176465621
839,NIT,20,R2,6,NRF2,Live_cells,0.875094759
840,NIT,20,R2,6,NRF2,Total_cells,1.05156038
841,NIT,20,R2,7,NRF2,Apop_cells,0.185806261
842,NIT,20,R2,7,NRF2,Live_cells,0.867789397
843,NIT,20,R2,7,NRF2,Total_cells,1.053595658
844,NIT,20,R2,8,NRF2,Apop_cells,0.222285685
845,NIT,20,R2,8,NRF2,Live_cells,0.845556921
846,NIT,20,R2,8,NRF2,Total_cells,1.067842605
847,NIT,20,R2,9,NRF2,Apop_cells,0.225189231
848,NIT,20,R2,9,NRF2,Live_cells,0.860292452
849,NIT,20,R2,9,NRF2,Total_cells,1.085481682
850,NIT,20,R2,10,NRF2,Apop_cells,0.267339058
851,NIT,20,R2,10,NRF2,Live_cells,0.868346153
852,NIT,20,R2,10,NRF2,Total_cells,1.13568521
853,NIT,20,R2,11,NRF2,Apop_cells,0.28681835
854,NIT,20,R2,11,NRF2,Live_cells,0.872611772
855,NIT,20,R2,11,NRF2,Total_cells,1.159430122
856,NIT,20,R2,12,NRF2,Apop_cells,0.306073968
857,NIT,20,R2,12,NRF2,Live_cells,0.890669587
858,NIT,20,R2,12,NRF2,Total_cells,1.196743555
859,NIT,20,R2,13,NRF2,Apop_cells,0.340787652
860,NIT,20,R2,13,NRF2,Live_cells,0.855277477
861,NIT,20,R2,13,NRF2,Total_cells,1.196065129
862,NIT,20,R2,14,NRF2,Apop_cells,0.366792679
863,NIT,20,R2,14,NRF2,Live_cells,0.85844477
864,NIT,20,R2,14,NRF2,Total_cells,1.225237449
865,NIT,20,R2,15,NRF2,Apop_cells,0.387613271
866,NIT,20,R2,15,NRF2,Live_cells,0.870188629
867,NIT,20,R2,15,NRF2,Total_cells,1.2578019
868,NIT,20,R2,16,NRF2,Apop_cells,0.425659452
869,NIT,20,R2,16,NRF2,Live_cells,0.844354116
870,NIT,20,R2,16,NRF2,Total_cells,1.270013569
871,NIT,20,R2,17,NRF2,Apop_cells,0.434690178
872,NIT,20,R2,17,NRF2,Live_cells,0.87670738
873,NIT,20,R2,17,NRF2,Total_cells,1.311397558
874,NIT,20,R2,18,NRF2,Apop_cells,0.452358892
875,NIT,20,R2,18,NRF2,Live_cells,0.865822926
876,NIT,20,R2,18,NRF2,Total_cells,1.318181818
877,NIT,20,R2,19,NRF2,Apop_cells,0.472268961
878,NIT,20,R2,19,NRF2,Live_cells,0.875763603
