,compound,concentration,replicate,TimePoint,siRNA,StateVar,data4modelReal
400,NIT,7.5,R3,7,siKinasePool,Apop_cells,0.214328051
401,NIT,7.5,R3,7,siKinasePool,Live_cells,0.872299367
402,NIT,7.5,R3,7,siKinasePool,Total_cells,1.086627418
403,NIT,7.5,R3,8,siKinasePool,Apop_cells,0.217212438
404,NIT,7.5,R3,8,siKinasePool,Live_cells,0.919036511
405,NIT,7.5,R3,8,siKinasePool,Total_cells,1.136248949
406,NIT,7.5,R3,9,siKinasePool,Apop_cells,0.252160117
407,NIT,7.5,R3,9,siKinasePool,Live_cells,0.924458891
408,NIT,7.5,R3,9,siKinasePool,Total_cells,1.176619008
409,NIT,7.5,R3,10,siKinasePool,Apop_cells,0.285853812
410,NIT,7.5,R3,10,siKinasePool,Live_cells,0.915996483
411,NIT,7.5,R3,10,siKinasePool,Total_cells,1.201850294
412,NIT,7.5,R3,11,siKinasePool,Apop_cells,0.292115954
413,NIT,7.5,R3,11,siKinasePool,Live_cells,0.940011885
414,NIT,7.5,R3,11,siKinasePool,Total_cells,1.232127839
415,NIT,7.5,R3,12,siKinasePool,Apop_cells,0.320653742
416,NIT,7.5,R3,12,siKinasePool,Live_cells,0.945956855
417,NIT,7.5,R3,12,siKinasePool,Total_cells,1.266610597
418,NIT,7.5,R3,13,siKinasePool,Apop_cells,0.345268868
419,NIT,7.5,R3,13,siKinasePool,Live_cells,0.944890931
420,NIT,7.5,R3,13,siKinasePool,Total_cells,1.290159798
421,NIT,7.5,R3,14,siKinasePool,Apop_cells,0.348226021
422,NIT,7.5,R3,14,siKinasePool,Live_cells,0.992396351
423,NIT,7.5,R3,14,siKinasePool,Total_cells,1.340622372
424,NIT,7.5,R3,15,siKinasePool,Apop_cells,0.385258929
425,NIT,7.5,R3,15,siKinasePool,Live_cells,0.940224671
426,NIT,7.5,R3,15,siKinasePool,Total_cells,1.3254836
427,NIT,7.5,R3,16,siKinasePool,Apop_cells,0.410793127
428,NIT,7.5,R3,16,siKinasePool,Live_cells,0.939080716
429,NIT,7.5,R3,16,siKinasePool,Total_cells,1.349873844
430,NIT,7.5,R3,17,siKinasePool,Apop_cells,0.421334862
431,NIT,7.5,R3,17,siKinasePool,Live_cells,0.946200882
432,NIT,7.5,R3,17,siKinasePool,Total_cells,1.367535744
433,NIT,7.5,R3,18,siKinasePool,Apop_cells,0.432953437
434,NIT,7.5,R3,18,siKinasePool,Live_cells,0.945515865
435,NIT,7.5,R3,18,siKinasePool,Total_cells,1.378469302
436,NIT,7.5,R3,19,siKinasePool,Apop_cells,0.454214646
437,NIT,7.5,R3,19,siKinasePool,Live_cells,0.909956926
438,NIT,7.5,R3,19,siKinasePool,Total_cells,1.364171573
439,NIT,7.5,R3,20,siKinasePool,Apop_cells,0.469792304
440,NIT,7.5,R3,20,siKinasePool,Live_cells,0.934749328
441,NIT,7.5,R3,20,siKinasePool,Total_cells,1.404541632
442,NIT,7.5,R4,0,siKinasePool,Apop_cells,NA
443,NIT,7.5,R4,0,siKinasePool,Live_cells,NA
444,NIT,7.5,R4,0,siKinasePool,Total_cells,1
445,NIT,7.5,R4,1,siKinasePool,Apop_cells,0.138238501
446,NIT,7.5,R4,1,siKinasePool,Live_cells,0.861761499
447,NIT,7.5,R4,1,siKinasePool,Total_cells,1
448,NIT,7.5,R4,2,siKinasePool,Apop_cells,0.130177796
449,NIT,7.5,R4,2,siKinasePool,Live_cells,0.893388583
450,NIT,7.5,R4,2,siKinasePool,Total_cells,1.023566379
451,NIT,7.5,R4,3,siKinasePool,Apop_cells,0.14317289
452,NIT,7.5,R4,3,siKinasePool,Live_cells,0.863111477
453,NIT,7.5,R4,3,siKinasePool,Total_cells,1.006284368
454,NIT,7.5,R4,4,siKinasePool,Apop_cells,0.156502287
455,NIT,7.5,R4,4,siKinasePool,Live_cells,0.871777367
456,NIT,7.5,R4,4,siKinasePool,Total_cells,1.028279654
457,NIT,7.5,R4,5,siKinasePool,Apop_cells,0.179333755
458,NIT,7.5,R4,5,siKinasePool,Live_cells,0.879582192
459,NIT,7.5,R4,5,siKinasePool,Total_cells,1.058915947
460,NIT,7.5,R4,6,siKinasePool,Apop_cells,0.195731908
461,NIT,7.5,R4,6,siKinasePool,Live_cells,0.883608233
462,NIT,7.5,R4,6,siKinasePool,Total_cells,1.079340141
463,NIT,7.5,R4,7,siKinasePool,Apop_cells,0.218930635
464,NIT,7.5,R4,7,siKinasePool,Live_cells,0.898901258
465,NIT,7.5,R4,7,siKinasePool,Total_cells,1.117831893
466,NIT,7.5,R4,8,siKinasePool,Apop_cells,0.24036614
467,NIT,7.5,R4,8,siKinasePool,Live_cells,0.927740695
468,NIT,7.5,R4,8,siKinasePool,Total_cells,1.168106834
469,NIT,7.5,R4,9,siKinasePool,Apop_cells,0.269403552
470,NIT,7.5,R4,9,siKinasePool,Live_cells,0.907344288
471,NIT,7.5,R4,9,siKinasePool,Total_cells,1.17674784
472,NIT,7.5,R4,10,siKinasePool,Apop_cells,0.308309376
473,NIT,7.5,R4,10,siKinasePool,Live_cells,0.924997773
474,NIT,7.5,R4,10,siKinasePool,Total_cells,1.233307148
475,NIT,7.5,R4,11,siKinasePool,Apop_cells,0.345186912
476,NIT,7.5,R4,11,siKinasePool,Live_cells,0.916399891
477,NIT,7.5,R4,11,siKinasePool,Total_cells,1.261586803
478,NIT,7.5,R4,12,siKinasePool,Apop_cells,0.344665044
479,NIT,7.5,R4,12,siKinasePool,Live_cells,0.944415867
480,NIT,7.5,R4,12,siKinasePool,Total_cells,1.289080911
481,NIT,7.5,R4,13,siKinasePool,Apop_cells,0.385283073
482,NIT,7.5,R4,13,siKinasePool,Live_cells,0.951716142
483,NIT,7.5,R4,13,siKinasePool,Total_cells,1.336999214
484,NIT,7.5,R4,14,siKinasePool,Apop_cells,0.416312404
485,NIT,7.5,R4,14,siKinasePool,Live_cells,0.963891838
486,NIT,7.5,R4,14,siKinasePool,Total_cells,1.380204242
487,NIT,7.5,R4,15,siKinasePool,Apop_cells,0.446333894
488,NIT,7.5,R4,15,siKinasePool,Live_cells,0.941725807
489,NIT,7.5,R4,15,siKinasePool,Total_cells,1.388059701
490,NIT,7.5,R4,16,siKinasePool,Apop_cells,0.459402782
491,NIT,7.5,R4,16,siKinasePool,Live_cells,0.975789676
492,NIT,7.5,R4,16,siKinasePool,Total_cells,1.435192459
493,NIT,7.5,R4,17,siKinasePool,Apop_cells,0.499291362
494,NIT,7.5,R4,17,siKinasePool,Live_cells,0.974392849
495,NIT,7.5,R4,17,siKinasePool,Total_cells,1.473684211
496,NIT,7.5,R4,18,siKinasePool,Apop_cells,0.49645388
497,NIT,7.5,R4,18,siKinasePool,Live_cells,1.003938893
498,NIT,7.5,R4,18,siKinasePool,Total_cells,1.500392773
499,NIT,7.5,R4,19,siKinasePool,Apop_cells,0.506838662
500,NIT,7.5,R4,19,siKinasePool,Live_cells,1.043043506
501,NIT,7.5,R4,19,siKinasePool,Total_cells,1.549882168
502,NIT,7.5,R4,20,siKinasePool,Apop_cells,0.569748392
503,NIT,7.5,R4,20,siKinasePool,Live_cells,1.028052079
504,NIT,7.5,R4,20,siKinasePool,Total_cells,1.597800471
505,NIT,15,R1,0,siKinasePool,Apop_cells,NA
506,NIT,15,R1,0,siKinasePool,Live_cells,NA
507,NIT,15,R1,0,siKinasePool,Total_cells,1
508,NIT,15,R1,1,siKinasePool,Apop_cells,0.113291501
509,NIT,15,R1,1,siKinasePool,Live_cells,0.886708499
510,NIT,15,R1,1,siKinasePool,Total_cells,1
511,NIT,15,R1,2,siKinasePool,Apop_cells,0.110144339
512,NIT,15,R1,2,siKinasePool,Live_cells,0.877798923
513,NIT,15,R1,2,siKinasePool,Total_cells,0.987943262
514,NIT,15,R1,3,siKinasePool,Apop_cells,0.11002142
515,NIT,15,R1,3,siKinasePool,Live_cells,0.879340282
516,NIT,15,R1,3,siKinasePool,Total_cells,0.989361702
517,NIT,15,R1,4,siKinasePool,Apop_cells,0.120624368
518,NIT,15,R1,4,siKinasePool,Live_cells,0.89356003
519,NIT,15,R1,4,siKinasePool,Total_cells,1.014184397
520,NIT,15,R1,5,siKinasePool,Apop_cells,0.107777356
521,NIT,15,R1,5,siKinasePool,Live_cells,0.916336119
522,NIT,15,R1,5,siKinasePool,Total_cells,1.024113475
523,NIT,15,R1,6,siKinasePool,Apop_cells,0.139026399
524,NIT,15,R1,6,siKinasePool,Live_cells,0.925512608
525,NIT,15,R1,6,siKinasePool,Total_cells,1.064539007
526,NIT,15,R1,7,siKinasePool,Apop_cells,0.161030682
527,NIT,15,R1,7,siKinasePool,Live_cells,0.958118254
528,NIT,15,R1,7,siKinasePool,Total_cells,1.119148936
529,NIT,15,R1,8,siKinasePool,Apop_cells,0.187720366
530,NIT,15,R1,8,siKinasePool,Live_cells,0.988166159
531,NIT,15,R1,8,siKinasePool,Total_cells,1.175886525
532,NIT,15,R1,9,siKinasePool,Apop_cells,0.202671373
533,NIT,15,R1,9,siKinasePool,Live_cells,1.000165507
534,NIT,15,R1,9,siKinasePool,Total_cells,1.202836879
535,NIT,15,R1,10,siKinasePool,Apop_cells,0.235612311
536,NIT,15,R1,10,siKinasePool,Live_cells,0.985664285
537,NIT,15,R1,10,siKinasePool,Total_cells,1.221276596
538,NIT,15,R1,11,siKinasePool,Apop_cells,0.254939428
539,NIT,15,R1,11,siKinasePool,Live_cells,0.999670502
540,NIT,15,R1,11,siKinasePool,Total_cells,1.254609929
541,NIT,15,R1,12,siKinasePool,Apop_cells,0.281740596
542,NIT,15,R1,12,siKinasePool,Live_cells,1.004075007
543,NIT,15,R1,12,siKinasePool,Total_cells,1.285815603
544,NIT,15,R1,13,siKinasePool,Apop_cells,0.283832183
545,NIT,15,R1,13,siKinasePool,Live_cells,1.037444413
546,NIT,15,R1,13,siKinasePool,Total_cells,1.321276596
547,NIT,15,R1,14,siKinasePool,Apop_cells,0.307638944
548,NIT,15,R1,14,siKinasePool,Live_cells,1.0725029
549,NIT,15,R1,14,siKinasePool,Total_cells,1.380141844
550,NIT,15,R1,15,siKinasePool,Apop_cells,0.34879186
551,NIT,15,R1,15,siKinasePool,Live_cells,1.071775516
552,NIT,15,R1,15,siKinasePool,Total_cells,1.420567376
553,NIT,15,R1,16,siKinasePool,Apop_cells,0.367837483
554,NIT,15,R1,16,siKinasePool,Live_cells,1.052020673
555,NIT,15,R1,16,siKinasePool,Total_cells,1.419858156
556,NIT,15,R1,17,siKinasePool,Apop_cells,0.38944519
557,NIT,15,R1,17,siKinasePool,Live_cells,1.096370413
558,NIT,15,R1,17,siKinasePool,Total_cells,1.485815603
559,NIT,15,R1,18,siKinasePool,Apop_cells,0.389915928
560,NIT,15,R1,18,siKinasePool,Live_cells,1.102991874
561,NIT,15,R1,18,siKinasePool,Total_cells,1.492907801
562,NIT,15,R1,19,siKinasePool,Apop_cells,0.413351973
563,NIT,15,R1,19,siKinasePool,Live_cells,1.1213998
564,NIT,15,R1,19,siKinasePool,Total_cells,1.534751773
565,NIT,15,R1,20,siKinasePool,Apop_cells,0.42462902
566,NIT,15,R1,20,siKinasePool,Live_cells,1.169697222
567,NIT,15,R1,20,siKinasePool,Total_cells,1.594326241
568,NIT,15,R2,0,siKinasePool,Apop_cells,NA
569,NIT,15,R2,0,siKinasePool,Live_cells,NA
570,NIT,15,R2,0,siKinasePool,Total_cells,1
571,NIT,15,R2,1,siKinasePool,Apop_cells,0.13588551
572,NIT,15,R2,1,siKinasePool,Live_cells,0.86411449
573,NIT,15,R2,1,siKinasePool,Total_cells,1
574,NIT,15,R2,2,siKinasePool,Apop_cells,0.12461837
575,NIT,15,R2,2,siKinasePool,Live_cells,0.876169652
576,NIT,15,R2,2,siKinasePool,Total_cells,1.000788022
577,NIT,15,R2,3,siKinasePool,Apop_cells,0.128210971
578,NIT,15,R2,3,siKinasePool,Live_cells,0.87178903
579,NIT,15,R2,3,siKinasePool,Total_cells,1
580,NIT,15,R2,4,siKinasePool,Apop_cells,0.141209544
581,NIT,15,R2,4,siKinasePool,Live_cells,0.872186831
582,NIT,15,R2,4,siKinasePool,Total_cells,1.013396375
583,NIT,15,R2,5,siKinasePool,Apop_cells,0.141068456
584,NIT,15,R2,5,siKinasePool,Live_cells,0.893604515
585,NIT,15,R2,5,siKinasePool,Total_cells,1.034672971
586,NIT,15,R2,6,siKinasePool,Apop_cells,0.192378038
587,NIT,15,R2,6,siKinasePool,Live_cells,0.847023065
588,NIT,15,R2,6,siKinasePool,Total_cells,1.039401103
589,NIT,15,R2,7,siKinasePool,Apop_cells,0.216437323
590,NIT,15,R2,7,siKinasePool,Live_cells,0.860788839
591,NIT,15,R2,7,siKinasePool,Total_cells,1.077226162
592,NIT,15,R2,8,siKinasePool,Apop_cells,0.221663771
593,NIT,15,R2,8,siKinasePool,Live_cells,0.904419759
594,NIT,15,R2,8,siKinasePool,Total_cells,1.12608353
595,NIT,15,R2,9,siKinasePool,Apop_cells,0.247058124
596,NIT,15,R2,9,siKinasePool,Live_cells,0.908182223
597,NIT,15,R2,9,siKinasePool,Total_cells,1.155240347
598,NIT,15,R2,10,siKinasePool,Apop_cells,0.274080638
599,NIT,15,R2,10,siKinasePool,Live_cells,0.934745209
600,NIT,15,R2,10,siKinasePool,Total_cells,1.208825847
601,NIT,15,R2,11,siKinasePool,Apop_cells,0.297158393
602,NIT,15,R2,11,siKinasePool,Live_cells,0.949492513
603,NIT,15,R2,11,siKinasePool,Total_cells,1.246650906
604,NIT,15,R2,12,siKinasePool,Apop_cells,0.298089634
605,NIT,15,R2,12,siKinasePool,Live_cells,0.979294133
606,NIT,15,R2,12,siKinasePool,Total_cells,1.277383767
607,NIT,15,R2,13,siKinasePool,Apop_cells,0.34696758
608,NIT,15,R2,13,siKinasePool,Live_cells,0.955632893
609,NIT,15,R2,13,siKinasePool,Total_cells,1.302600473
610,NIT,15,R2,14,siKinasePool,Apop_cells,0.376213517
611,NIT,15,R2,14,siKinasePool,Live_cells,0.964212015
612,NIT,15,R2,14,siKinasePool,Total_cells,1.340425532
613,NIT,15,R2,15,siKinasePool,Apop_cells,0.376027275
614,NIT,15,R2,15,siKinasePool,Live_cells,1.011679581
615,NIT,15,R2,15,siKinasePool,Total_cells,1.387706856
616,NIT,15,R2,16,siKinasePool,Apop_cells,0.381637732
617,NIT,15,R2,16,siKinasePool,Live_cells,1.046258249
618,NIT,15,R2,16,siKinasePool,Total_cells,1.427895981
619,NIT,15,R2,17,siKinasePool,Apop_cells,0.437439661
620,NIT,15,R2,17,siKinasePool,Live_cells,1.007004783
621,NIT,15,R2,17,siKinasePool,Total_cells,1.444444444
622,NIT,15,R2,18,siKinasePool,Apop_cells,0.438947621
623,NIT,15,R2,18,siKinasePool,Live_cells,1.06144639
624,NIT,15,R2,18,siKinasePool,Total_cells,1.500394011
625,NIT,15,R2,19,siKinasePool,Apop_cells,0.452991473
626,NIT,15,R2,19,siKinasePool,Live_cells,1.069467156
627,NIT,15,R2,19,siKinasePool,Total_cells,1.522458629
628,NIT,15,R2,20,siKinasePool,Apop_cells,0.49464228
629,NIT,15,R2,20,siKinasePool,Live_cells,1.110558666
630,NIT,15,R2,20,siKinasePool,Total_cells,1.605200946
631,NIT,15,R3,0,siKinasePool,Apop_cells,NA
632,NIT,15,R3,0,siKinasePool,Live_cells,NA
633,NIT,15,R3,0,siKinasePool,Total_cells,1
634,NIT,15,R3,1,siKinasePool,Apop_cells,0.148020671
635,NIT,15,R3,1,siKinasePool,Live_cells,0.851979329
636,NIT,15,R3,1,siKinasePool,Total_cells,1
637,NIT,15,R3,2,siKinasePool,Apop_cells,0.142137112
638,NIT,15,R3,2,siKinasePool,Live_cells,0.860489858
639,NIT,15,R3,2,siKinasePool,Total_cells,1.00262697
640,NIT,15,R3,3,siKinasePool,Apop_cells,0.153490854
641,NIT,15,R3,3,siKinasePool,Live_cells,0.867524908
642,NIT,15,R3,3,siKinasePool,Total_cells,1.021015762
643,NIT,15,R3,4,siKinasePool,Apop_cells,0.168997517
644,NIT,15,R3,4,siKinasePool,Live_cells,0.873034007
645,NIT,15,R3,4,siKinasePool,Total_cells,1.042031524
646,NIT,15,R3,5,siKinasePool,Apop_cells,0.183067747
647,NIT,15,R3,5,siKinasePool,Live_cells,0.861590747
648,NIT,15,R3,5,siKinasePool,Total_cells,1.044658494
649,NIT,15,R3,6,siKinasePool,Apop_cells,0.196494113
650,NIT,15,R3,6,siKinasePool,Live_cells,0.865677516
651,NIT,15,R3,6,siKinasePool,Total_cells,1.062171629
652,NIT,15,R3,7,siKinasePool,Apop_cells,0.233166675
653,NIT,15,R3,7,siKinasePool,Live_cells,0.898181837
654,NIT,15,R3,7,siKinasePool,Total_cells,1.131348511
655,NIT,15,R3,8,siKinasePool,Apop_cells,0.252902462
656,NIT,15,R3,8,siKinasePool,Live_cells,0.909094036
657,NIT,15,R3,8,siKinasePool,Total_cells,1.161996497
658,NIT,15,R3,9,siKinasePool,Apop_cells,0.296203525
659,NIT,15,R3,9,siKinasePool,Live_cells,0.91220278
660,NIT,15,R3,9,siKinasePool,Total_cells,1.208406305
661,NIT,15,R3,10,siKinasePool,Apop_cells,0.328763327
662,NIT,15,R3,10,siKinasePool,Live_cells,0.941814607
663,NIT,15,R3,10,siKinasePool,Total_cells,1.270577933
664,NIT,15,R3,11,siKinasePool,Apop_cells,0.325913057
665,NIT,15,R3,11,siKinasePool,Live_cells,0.959551041
666,NIT,15,R3,11,siKinasePool,Total_cells,1.285464098
667,NIT,15,R3,12,siKinasePool,Apop_cells,0.359038573
668,NIT,15,R3,12,siKinasePool,Live_cells,0.964078765
669,NIT,15,R3,12,siKinasePool,Total_cells,1.323117338
670,NIT,15,R3,13,siKinasePool,Apop_cells,0.380637082
671,NIT,15,R3,13,siKinasePool,Live_cells,0.996770974
672,NIT,15,R3,13,siKinasePool,Total_cells,1.377408056
673,NIT,15,R3,14,siKinasePool,Apop_cells,0.392628618
674,NIT,15,R3,14,siKinasePool,Live_cells,1.030313589
675,NIT,15,R3,14,siKinasePool,Total_cells,1.422942207
676,NIT,15,R3,15,siKinasePool,Apop_cells,0.417142357
677,NIT,15,R3,15,siKinasePool,Live_cells,1.026815612
678,NIT,15,R3,15,siKinasePool,Total_cells,1.443957968
679,NIT,15,R3,16,siKinasePool,Apop_cells,0.437378906
680,NIT,15,R3,16,siKinasePool,Live_cells,1.018838257
681,NIT,15,R3,16,siKinasePool,Total_cells,1.456217163
682,NIT,15,R3,17,siKinasePool,Apop_cells,0.428433424
683,NIT,15,R3,17,siKinasePool,Live_cells,1.061058695
684,NIT,15,R3,17,siKinasePool,Total_cells,1.489492119
685,NIT,15,R3,18,siKinasePool,Apop_cells,0.467741066
686,NIT,15,R3,18,siKinasePool,Live_cells,1.031383278
687,NIT,15,R3,18,siKinasePool,Total_cells,1.499124343
688,NIT,15,R3,19,siKinasePool,Apop_cells,0.500142511
689,NIT,15,R3,19,siKinasePool,Live_cells,1.049769923
690,NIT,15,R3,19,siKinasePool,Total_cells,1.549912434
691,NIT,15,R3,20,siKinasePool,Apop_cells,0.520144342
692,NIT,15,R3,20,siKinasePool,Live_cells,1.068296989
693,NIT,15,R3,20,siKinasePool,Total_cells,1.588441331
694,NIT,15,R4,0,siKinasePool,Apop_cells,NA
695,NIT,15,R4,0,siKinasePool,Live_cells,NA
696,NIT,15,R4,0,siKinasePool,Total_cells,1
697,NIT,15,R4,1,siKinasePool,Apop_cells,0.130585722
698,NIT,15,R4,1,siKinasePool,Live_cells,0.869414278
699,NIT,15,R4,1,siKinasePool,Total_cells,1
700,NIT,15,R4,2,siKinasePool,Apop_cells,0.134491444
701,NIT,15,R4,2,siKinasePool,Live_cells,0.875319348
702,NIT,15,R4,2,siKinasePool,Total_cells,1.009810792
703,NIT,15,R4,3,siKinasePool,Apop_cells,0.136345256
704,NIT,15,R4,3,siKinasePool,Live_cells,0.864355515
705,NIT,15,R4,3,siKinasePool,Total_cells,1.000700771
706,NIT,15,R4,4,siKinasePool,Apop_cells,0.153896829
707,NIT,15,R4,4,siKinasePool,Live_cells,0.841197775
708,NIT,15,R4,4,siKinasePool,Total_cells,0.995094604
709,NIT,15,R4,5,siKinasePool,Apop_cells,0.19531421
710,NIT,15,R4,5,siKinasePool,Live_cells,0.857243604
711,NIT,15,R4,5,siKinasePool,Total_cells,1.052557814
712,NIT,15,R4,6,siKinasePool,Apop_cells,0.202578528
713,NIT,15,R4,6,siKinasePool,Live_cells,0.887820911
714,NIT,15,R4,6,siKinasePool,Total_cells,1.090399439
715,NIT,15,R4,7,siKinasePool,Apop_cells,0.226233681
716,NIT,15,R4,7,siKinasePool,Live_cells,0.878881946
717,NIT,15,R4,7,siKinasePool,Total_cells,1.105115627
718,NIT,15,R4,8,siKinasePool,Apop_cells,0.250118863
719,NIT,15,R4,8,siKinasePool,Live_cells,0.889334536
720,NIT,15,R4,8,siKinasePool,Total_cells,1.139453399
721,NIT,15,R4,9,siKinasePool,Apop_cells,0.281932222
722,NIT,15,R4,9,siKinasePool,Live_cells,0.902370511
723,NIT,15,R4,9,siKinasePool,Total_cells,1.184302733
724,NIT,15,R4,10,siKinasePool,Apop_cells,0.291255405
725,NIT,15,R4,10,siKinasePool,Live_cells,0.895850412
726,NIT,15,R4,10,siKinasePool,Total_cells,1.187105816
727,NIT,15,R4,11,siKinasePool,Apop_cells,0.320299336
728,NIT,15,R4,11,siKinasePool,Live_cells,0.926372003
729,NIT,15,R4,11,siKinasePool,Total_cells,1.246671338
730,NIT,15,R4,12,siKinasePool,Apop_cells,0.346650132
731,NIT,15,R4,12,siKinasePool,Live_cells,0.917540478
732,NIT,15,R4,12,siKinasePool,Total_cells,1.26419061
733,NIT,15,R4,13,siKinasePool,Apop_cells,0.34570675
734,NIT,15,R4,13,siKinasePool,Live_cells,0.961931653
735,NIT,15,R4,13,siKinasePool,Total_cells,1.307638402
736,NIT,15,R4,14,siKinasePool,Apop_cells,0.367670448
737,NIT,15,R4,14,siKinasePool,Live_cells,0.976408039
738,NIT,15,R4,14,siKinasePool,Total_cells,1.344078486
739,NIT,15,R4,15,siKinasePool,Apop_cells,0.378741956
740,NIT,15,R4,15,siKinasePool,Live_cells,0.987761197
741,NIT,15,R4,15,siKinasePool,Total_cells,1.366503153
742,NIT,15,R4,16,siKinasePool,Apop_cells,0.427172514
743,NIT,15,R4,16,siKinasePool,Live_cells,0.984179974
744,NIT,15,R4,16,siKinasePool,Total_cells,1.411352488
745,NIT,15,R4,17,siKinasePool,Apop_cells,0.433723876
746,NIT,15,R4,17,siKinasePool,Live_cells,0.987439403
747,NIT,15,R4,17,siKinasePool,Total_cells,1.42116328
748,NIT,15,R4,18,siKinasePool,Apop_cells,0.472392349
749,NIT,15,R4,18,siKinasePool,Live_cells,0.965589431
750,NIT,15,R4,18,siKinasePool,Total_cells,1.43798178
751,NIT,15,R4,19,siKinasePool,Apop_cells,0.479424656
752,NIT,15,R4,19,siKinasePool,Live_cells,0.995697979
753,NIT,15,R4,19,siKinasePool,Total_cells,1.475122635
754,NIT,15,R4,20,siKinasePool,Apop_cells,0.47294949
755,NIT,15,R4,20,siKinasePool,Live_cells,1.009881624
756,NIT,15,R4,20,siKinasePool,Total_cells,1.482831114
757,NIT,20,R1,0,siKinasePool,Apop_cells,NA
758,NIT,20,R1,0,siKinasePool,Live_cells,NA
759,NIT,20,R1,0,siKinasePool,Total_cells,1
760,NIT,20,R1,1,siKinasePool,Apop_cells,0.087349056
761,NIT,20,R1,1,siKinasePool,Live_cells,0.912650944
762,NIT,20,R1,1,siKinasePool,Total_cells,1
763,NIT,20,R1,2,siKinasePool,Apop_cells,0.094626964
764,NIT,20,R1,2,siKinasePool,Live_cells,0.891781818
765,NIT,20,R1,2,siKinasePool,Total_cells,0.986408782
766,NIT,20,R1,3,siKinasePool,Apop_cells,0.10427423
767,NIT,20,R1,3,siKinasePool,Live_cells,0.897816727
768,NIT,20,R1,3,siKinasePool,Total_cells,1.002090957
769,NIT,20,R1,4,siKinasePool,Apop_cells,0.102010721
770,NIT,20,R1,4,siKinasePool,Live_cells,0.899557496
771,NIT,20,R1,4,siKinasePool,Total_cells,1.001568217
772,NIT,20,R1,5,siKinasePool,Apop_cells,0.111731464
773,NIT,20,R1,5,siKinasePool,Live_cells,0.912837277
774,NIT,20,R1,5,siKinasePool,Total_cells,1.02456874
775,NIT,20,R1,6,siKinasePool,Apop_cells,0.124716158
776,NIT,20,R1,6,siKinasePool,Live_cells,0.934876106
777,NIT,20,R1,6,siKinasePool,Total_cells,1.059592263
778,NIT,20,R1,7,siKinasePool,Apop_cells,0.146037497
779,NIT,20,R1,7,siKinasePool,Live_cells,0.957987595
780,NIT,20,R1,7,siKinasePool,Total_cells,1.104025091
781,NIT,20,R1,8,siKinasePool,Apop_cells,0.162493134
782,NIT,20,R1,8,siKinasePool,Live_cells,0.979169177
783,NIT,20,R1,8,siKinasePool,Total_cells,1.141662311
784,NIT,20,R1,9,siKinasePool,Apop_cells,0.173840633
785,NIT,20,R1,9,siKinasePool,Live_cells,0.970435373
786,NIT,20,R1,9,siKinasePool,Total_cells,1.144276006
787,NIT,20,R1,10,siKinasePool,Apop_cells,0.193230726
788,NIT,20,R1,10,siKinasePool,Live_cells,0.981364152
789,NIT,20,R1,10,siKinasePool,Total_cells,1.174594877
790,NIT,20,R1,11,siKinasePool,Apop_cells,0.2100233
791,NIT,20,R1,11,siKinasePool,Live_cells,1.016845493
792,NIT,20,R1,11,siKinasePool,Total_cells,1.226868792
793,NIT,20,R1,12,siKinasePool,Apop_cells,0.231557242
794,NIT,20,R1,12,siKinasePool,Live_cells,1.030335074
795,NIT,20,R1,12,siKinasePool,Total_cells,1.261892316
796,NIT,20,R1,13,siKinasePool,Apop_cells,0.245145984
797,NIT,20,R1,13,siKinasePool,Live_cells,1.039224115
798,NIT,20,R1,13,siKinasePool,Total_cells,1.284370099
799,NIT,20,R1,14,siKinasePool,Apop_cells,0.269605126
800,NIT,20,R1,14,siKinasePool,Live_cells,1.025219757
801,NIT,20,R1,14,siKinasePool,Total_cells,1.294824882
802,NIT,20,R1,15,siKinasePool,Apop_cells,0.297169323
803,NIT,20,R1,15,siKinasePool,Live_cells,1.027451691
804,NIT,20,R1,15,siKinasePool,Total_cells,1.324621014
805,NIT,20,R1,16,siKinasePool,Apop_cells,0.308112263
806,NIT,20,R1,16,siKinasePool,Live_cells,1.028009013
807,NIT,20,R1,16,siKinasePool,Total_cells,1.336121275
808,NIT,20,R1,17,siKinasePool,Apop_cells,0.331535509
809,NIT,20,R1,17,siKinasePool,Live_cells,1.029677246
810,NIT,20,R1,17,siKinasePool,Total_cells,1.361212755
811,NIT,20,R1,18,siKinasePool,Apop_cells,0.356391773
812,NIT,20,R1,18,siKinasePool,Live_cells,1.010048374
813,NIT,20,R1,18,siKinasePool,Total_cells,1.366440146
814,NIT,20,R1,19,siKinasePool,Apop_cells,0.399994034
815,NIT,20,R1,19,siKinasePool,Live_cells,0.987878417
816,NIT,20,R1,19,siKinasePool,Total_cells,1.387872452
817,NIT,20,R1,20,siKinasePool,Apop_cells,0.412943181
818,NIT,20,R1,20,siKinasePool,Live_cells,0.988520489
819,NIT,20,R1,20,siKinasePool,Total_cells,1.40146367
820,NIT,20,R2,0,siKinasePool,Apop_cells,NA
821,NIT,20,R2,0,siKinasePool,Live_cells,NA
822,NIT,20,R2,0,siKinasePool,Total_cells,1
823,NIT,20,R2,1,siKinasePool,Apop_cells,0.109397603
824,NIT,20,R2,1,siKinasePool,Live_cells,0.890602397
825,NIT,20,R2,1,siKinasePool,Total_cells,1
826,NIT,20,R2,2,siKinasePool,Apop_cells,0.098503047
827,NIT,20,R2,2,siKinasePool,Live_cells,0.914326604
